MAG,MG,Sample,Participant,Timepoint,Project,CST,subCST,Geography,FinalTaxonomy,KeptCleaned,GC,N50,Size,Complete,Contam,N_BGC,BGC_detection,classification,Coverage
MAG00106,MG2147,MG_0387RFLQV1,P732,0,XPENN,III,III-A,NorthAmer,Megasphaera_lornae,0,0.467,32296,1619836,100,0,1,TRUE,d__Bacteria;p__Firmicutes_C;c__Negativicutes;o__Veillonellales;f__Megasphaeraceae;g__Megasphaera;s__Megasphaera lornae,57.40953
MAG00110,MG2147,MG_0387RFLQV1,P732,0,XPENN,III,III-A,NorthAmer,Salmonella_enterica,0,0.522,99956,4369331,93.7,0.036,2,TRUE,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Salmonella;s__Salmonella enterica,20.042326
MAG00111,MG2147,MG_0387RFLQV1,P732,0,XPENN,III,III-A,NorthAmer,Listeria_monocytogenes,1,0.378,25329,2772800,97.74,0.18,2,TRUE,d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Listeriaceae;g__Listeria;s__Listeria monocytogenes_B,12.485488
MAG00112,MG2148,MG_0388RFLQV1,P733,0,XPENN,IV-B,IV-B,NorthAmer,Lactobacillus_iners,0,0.324,100392,1240045,99.41,3.097,2,TRUE,d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Lactobacillus;s__Lactobacillus iners,101.1291
MAG10651,MG0845,343000_MG,P307,0,LSVF,IV-A,IV-A,NorthAmer,Gardnerella_vaginalis_F,0,0.435,23807,1617594,98.16,1,0,FALSE,d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Actinomycetales;f__Bifidobacteriaceae;g__Bifidobacterium;s__,252.10211
MAG00113,MG2148,MG_0388RFLQV1,P733,0,XPENN,IV-B,IV-B,NorthAmer,Megasphaera_lornae,0,0.466,111964,1592559,100,0,1,TRUE,d__Bacteria;p__Firmicutes_C;c__Negativicutes;o__Veillonellales;f__Megasphaeraceae;g__Megasphaera;s__Megasphaera lornae,113.267075
MAG00114,MG2148,MG_0388RFLQV1,P733,0,XPENN,IV-B,IV-B,NorthAmer,Gardnerella_swidsinkii,0,0.418,158527,1636732,100,0,2,TRUE,d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Actinomycetales;f__Bifidobacteriaceae;g__Bifidobacterium;s__Bifidobacterium swidsinskii,6329.0903
MAG00115,MG2148,MG_0388RFLQV1,P733,0,XPENN,IV-B,IV-B,NorthAmer,Gardnerella_piotii,0,0.422,34361,1299425,90.82,0,1,TRUE,d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Actinomycetales;f__Bifidobacteriaceae;g__Bifidobacterium;s__Bifidobacterium piotii,1775.1233
MAG00119,MG2148,MG_0388RFLQV1,P733,0,XPENN,IV-B,IV-B,NorthAmer,Prevotella_bivia,0,0.39,76529,1992933,94.91,0,1,TRUE,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Prevotella;s__Prevotella bivia,28.79946
MAG00120,MG2148,MG_0388RFLQV1,P733,0,XPENN,IV-B,IV-B,NorthAmer,KA00274_sp902373515,1,0.423,137780,1444940,87.59,0,2,TRUE,d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Saccharofermentanales;f__Fastidiosipilaceae;g__KA00274;s__KA00274 sp902373515,590.41925
MAG00121,MG2148,MG_0388RFLQV1,P733,0,XPENN,IV-B,IV-B,NorthAmer,Dialister_sp001553355,0,0.392,99540,1518054,96.11,0,1,TRUE,d__Bacteria;p__Firmicutes_C;c__Negativicutes;o__Veillonellales;f__Dialisteraceae;g__Dialister;s__Dialister sp001553355,23.738848
MAG00122,MG2148,MG_0388RFLQV1,P733,0,XPENN,IV-B,IV-B,NorthAmer,Parvimonas_sp001552895,1,0.251,10967,1086405,78.66,3.35,1,TRUE,d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Tissierellales;f__Peptoniphilaceae;g__Parvimonas;s__Parvimonas sp001552895,16.072937
MAG00123,MG2148,MG_0388RFLQV1,P733,0,XPENN,IV-B,IV-B,NorthAmer,Sneathia_vaginalis,1,0.283,85372,1251829,98.88,0,3,TRUE,d__Bacteria;p__Fusobacteriota;c__Fusobacteriia;o__Fusobacteriales;f__Leptotrichiaceae;g__Sneathia;s__Sneathia vaginalis,54.85513
MAG00126,MG2149,MG_0400RFLQV1,P734,0,XPENN,I,I-A,NorthAmer,Lactobacillus_crispatus,0,0.366,26236,2302908,99.02,0.092,4,TRUE,d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Lactobacillus;s__Lactobacillus crispatus,696.4367
MAG10661,MG0846,343002_MG,P308,0,LSVF,IV-B,IV-B,NorthAmer,Berryella_sp001552935,0,0.466,63062,1518668,98.99,0.08,0,FALSE,d__Bacteria;p__Actinobacteriota;c__Coriobacteriia;o__Coriobacteriales;f__Eggerthellaceae;g__Berryella;s__Berryella sp001552935,12.686785
MAG00127,MG2150,MG_0403RFLQV1,P735,0,XPENN,IV-B,IV-B,NorthAmer,Parvimonas_sp001552895,0,0.258,16889,1364111,91.57,0.304,1,TRUE,d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Tissierellales;f__Peptoniphilaceae;g__Parvimonas;s__Parvimonas sp001552895,18.442122
MAG00128,MG2150,MG_0403RFLQV1,P735,0,XPENN,IV-B,IV-B,NorthAmer,KA00274_sp902373515,1,0.423,142513,1442036,86.88,0,2,TRUE,d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Saccharofermentanales;f__Fastidiosipilaceae;g__KA00274;s__KA00274 sp902373515,65.76133
MAG10664,MG0846,343002_MG,P308,0,LSVF,IV-B,IV-B,NorthAmer,Gemella_asaccharolytica,0,0.266,33653,1194360,93.37,0.552,0,FALSE,d__Bacteria;p__Firmicutes;c__Bacilli;o__Staphylococcales;f__Gemellaceae;g__Gemella;s__Gemella asaccharolytica,17.117771
MAG00132,MG2150,MG_0403RFLQV1,P735,0,XPENN,IV-B,IV-B,NorthAmer,Prevotella_bivia,0,0.39,10240,2019063,91.86,0.9,1,TRUE,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Prevotella;s__Prevotella bivia,13.680464
MAG00133,MG2150,MG_0403RFLQV1,P735,0,XPENN,IV-B,IV-B,NorthAmer,Gardnerella_vaginalis_A,1,0.378,23719,1654757,86.64,2.56,1,TRUE,d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Actinomycetales;f__Bifidobacteriaceae;g__Bifidobacterium;s__Bifidobacterium vaginale_A,94.50941
MAG10667,MG0846,343002_MG,P308,0,LSVF,IV-B,IV-B,NorthAmer,Aerococcus_christensenii,0,0.391,21006,1399983,96.27,0.824,0,FALSE,d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Aerococcaceae;g__Aerococcus;s__Aerococcus christensenii,9.707446
MAG00134,MG2150,MG_0403RFLQV1,P735,0,XPENN,IV-B,IV-B,NorthAmer,Lactobacillus_iners,1,0.325,102430,1492313,98.86,0.78,2,TRUE,d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Lactobacillus;s__Lactobacillus iners,149.7629
MAG00137,MG2150,MG_0403RFLQV1,P735,0,XPENN,IV-B,IV-B,NorthAmer,Prevotella_timonensis,0,0.424,44926,2533437,98.57,0,1,TRUE,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Prevotella;s__Prevotella timonensis_A,29.897287
MAG00139,MG2150,MG_0403RFLQV1,P735,0,XPENN,IV-B,IV-B,NorthAmer,Sneathia_sanguinegens,0,0.265,34216,1261813,98.19,0.16,2,TRUE,d__Bacteria;p__Fusobacteriota;c__Fusobacteriia;o__Fusobacteriales;f__Leptotrichiaceae;g__Sneathia;s__Sneathia sanguinegens,25.037039
MAG00140,MG2150,MG_0403RFLQV1,P735,0,XPENN,IV-B,IV-B,NorthAmer,Berryella_sp001552935,0,0.466,127028,1522090,98.99,0,1,TRUE,d__Bacteria;p__Actinobacteriota;c__Coriobacteriia;o__Coriobacteriales;f__Eggerthellaceae;g__Berryella;s__Berryella sp001552935,41.9477
MAG00141,MG2150,MG_0403RFLQV1,P735,0,XPENN,IV-B,IV-B,NorthAmer,Megasphaera_lornae,0,0.465,115665,1627368,100,0,1,TRUE,d__Bacteria;p__Firmicutes_C;c__Negativicutes;o__Veillonellales;f__Megasphaeraceae;g__Megasphaera;s__Megasphaera lornae,101.0538
MAG10673,MG0847,343003_MG,P309,0,LSVF,IV-A,IV-A,NorthAmer,Mobiluncus_mulieris,0,0.553,42081,2319614,99.52,1.007,0,FALSE,d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Actinomycetales;f__Actinomycetaceae;g__Mobiluncus;s__Mobiluncus mulieris,14.967941
MAG10674,MG0847,343003_MG,P309,0,LSVF,IV-A,IV-A,NorthAmer,Gardnerella_vaginalis_F,1,0.394,53441,1906512,83.81,0.8,0,FALSE,d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Actinomycetales;f__Bifidobacteriaceae;g__Bifidobacterium;s__Bifidobacterium vaginale_F,392.53745
MAG00142,MG2150,MG_0403RFLQV1,P735,0,XPENN,IV-B,IV-B,NorthAmer,Sneathia_vaginalis,0,0.284,7151,877015,76.91,1.685,2,TRUE,d__Bacteria;p__Fusobacteriota;c__Fusobacteriia;o__Fusobacteriales;f__Leptotrichiaceae;g__Sneathia;s__Sneathia vaginalis,12.100179
MAG00145,MG2151,MG_0406RFLQV1,P736,0,XPENN,IV-B,IV-B,NorthAmer,Sneathia_sanguinegens,0,0.264,23310,1201974,96.62,0.209,2,TRUE,d__Bacteria;p__Fusobacteriota;c__Fusobacteriia;o__Fusobacteriales;f__Leptotrichiaceae;g__Sneathia;s__Sneathia sanguinegens,33.759132
MAG00146,MG2151,MG_0406RFLQV1,P736,0,XPENN,IV-B,IV-B,NorthAmer,Parvimonas_sp001552895,0,0.257,5809,991668,73.43,0.914,1,TRUE,d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Tissierellales;f__Peptoniphilaceae;g__Parvimonas;s__Parvimonas sp001552895,23.994686
MAG10678,MG0847,343003_MG,P309,0,LSVF,IV-A,IV-A,NorthAmer,Prevotella_bivia,0,0.391,18939,1806001,92.18,0.037,0,FALSE,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Prevotella;s__Prevotella bivia,11.002701
MAG00148,MG2151,MG_0406RFLQV1,P736,0,XPENN,IV-B,IV-B,NorthAmer,Gardnerella_vaginalis,0,0.412,9908,1283244,81.07,1.72,1,TRUE,d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Actinomycetales;f__Bifidobacteriaceae;g__Bifidobacterium;s__Bifidobacterium vaginale,504.77942
MAG00149,MG2151,MG_0406RFLQV1,P736,0,XPENN,IV-B,IV-B,NorthAmer,Lactobacillus_iners,0,0.322,96321,1284770,99.41,0.884,2,TRUE,d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Lactobacillus;s__Lactobacillus iners,60.597546
MAG10681,MG0847,343003_MG,P309,0,LSVF,IV-A,IV-A,NorthAmer,Prevotella_sp000758925,0,0.498,42812,2172032,96.63,0.337,0,FALSE,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Prevotella;s__Prevotella sp000758925,18.805868
MAG00150,MG2151,MG_0406RFLQV1,P736,0,XPENN,IV-B,IV-B,NorthAmer,Gardnerella_vaginalis_A,0,0.376,3697,1087954,72.92,1.633,1,TRUE,d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Actinomycetales;f__Bifidobacteriaceae;g__Bifidobacterium;s__Bifidobacterium vaginale_A,25.623192
MAG00151,MG2151,MG_0406RFLQV1,P736,0,XPENN,IV-B,IV-B,NorthAmer,Megasphaera_lornae,0,0.471,22027,1393765,95.24,0,1,TRUE,d__Bacteria;p__Firmicutes_C;c__Negativicutes;o__Veillonellales;f__Megasphaeraceae;g__Megasphaera;s__Megasphaera lornae,225.67801
MAG00154,MG2151,MG_0406RFLQV1,P736,0,XPENN,IV-B,IV-B,NorthAmer,KA00274_sp902373515,0,0.421,45057,1422657,84.75,0,2,TRUE,d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Saccharofermentanales;f__Fastidiosipilaceae;g__KA00274;s__KA00274 sp902373515,342.89297
MAG10685,MG0847,343003_MG,P309,0,LSVF,IV-A,IV-A,NorthAmer,Berryella_sp001552935,0,0.509,5085,1016946,82.75,0,0,FALSE,d__Bacteria;p__Actinobacteriota;c__Coriobacteriia;o__Coriobacteriales;f__Eggerthellaceae;g__Berryella;s__,29.154327
MAG00156,MG2151,MG_0406RFLQV1,P736,0,XPENN,IV-B,IV-B,NorthAmer,Gardnerella_swidsinkii,0,0.418,186080,1600483,100,0,2,TRUE,d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Actinomycetales;f__Bifidobacteriaceae;g__Bifidobacterium;s__Bifidobacterium swidsinskii,8271.734
MAG10687,MG0848,343007_MG,P310,0,LSVF,IV-B,IV-B,NorthAmer,Fannyhessea_vaginae,0,0.425,80578,1495094,100,0,0,FALSE,d__Bacteria;p__Actinobacteriota;c__Coriobacteriia;o__Coriobacteriales;f__Atopobiaceae;g__Fannyhessea;s__Fannyhessea vaginae,154.88567
MAG00157,MG2152,MG_0407RFLQV1,P737,0,XPENN,V,V,NorthAmer,Lactobacillus_iners,0,0.323,86229,948129,76.45,0.442,3,TRUE,d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Lactobacillus;s__Lactobacillus iners,115.61321
MAG00158,MG2153,MG_0411RFLQV1,P738,0,XPENN,IV-B,IV-B,NorthAmer,Prevotella_timonensis,0,0.422,86339,2566923,98.65,0,1,TRUE,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Prevotella;s__Prevotella timonensis_A,106.62687
MAG00159,MG2153,MG_0411RFLQV1,P738,0,XPENN,IV-B,IV-B,NorthAmer,Mobiluncus_curtisii,0,0.555,249681,2064549,100,1.421,1,TRUE,d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Actinomycetales;f__Actinomycetaceae;g__Mobiluncus;s__Mobiluncus curtisii,322.9977
MAG10691,MG0849,343010_MG,P311,0,LSVF,I,I-B,NorthAmer,Lactobacillus_gasseri,0,0.349,29335,1778139,97.59,0.331,0,FALSE,d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Lactobacillus;s__Lactobacillus gasseri,16.124271
MAG00160,MG2153,MG_0411RFLQV1,P738,0,XPENN,IV-B,IV-B,NorthAmer,Megasphaera_lornae,0,0.466,116398,1557306,100,0,1,TRUE,d__Bacteria;p__Firmicutes_C;c__Negativicutes;o__Veillonellales;f__Megasphaeraceae;g__Megasphaera;s__Megasphaera lornae,153.4691
MAG00161,MG2153,MG_0411RFLQV1,P738,0,XPENN,IV-B,IV-B,NorthAmer,KA00274_sp902373515,1,0.423,136152,1479110,86.88,0,2,TRUE,d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Saccharofermentanales;f__Fastidiosipilaceae;g__KA00274;s__KA00274 sp902373515,852.7859
MAG10694,MG0849,343010_MG,P311,0,LSVF,I,I-B,NorthAmer,Limosilactobacillus_vaginalis,0,0.407,13776,1429229,91.32,0.747,0,FALSE,d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Limosilactobacillus;s__Limosilactobacillus vaginalis,11.147634
MAG10695,MG0850,343018_MG,P312,0,LSVF,IV-B,IV-B,NorthAmer,Parvimonas_sp001552895,1,0.256,6977,1409282,87.08,2.42,0,FALSE,d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Tissierellales;f__Peptoniphilaceae;g__Parvimonas;s__Parvimonas sp001552895,21.974909
MAG10696,MG0850,343018_MG,P312,0,LSVF,IV-B,IV-B,NorthAmer,Fannyhessea_vaginae,1,0.43,93073,1495937,100,0,0,FALSE,d__Bacteria;p__Actinobacteriota;c__Coriobacteriia;o__Coriobacteriales;f__Atopobiaceae;g__Fannyhessea;s__Fannyhessea vaginae,99.97573
MAG10697,MG0850,343018_MG,P312,0,LSVF,IV-B,IV-B,NorthAmer,Gardnerella_piotii,0,0.424,61997,1450762,98.03,0.151,0,FALSE,d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Actinomycetales;f__Bifidobacteriaceae;g__Bifidobacterium;s__Bifidobacterium piotii,520.21643
MAG10698,MG0850,343018_MG,P312,0,LSVF,IV-B,IV-B,NorthAmer,KA00274_sp902373515,0,0.426,22515,1326563,82.97,0.236,0,FALSE,d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Saccharofermentanales;f__Fastidiosipilaceae;g__KA00274;s__KA00274 sp902373515,26.032564
MAG10699,MG0850,343018_MG,P312,0,LSVF,IV-B,IV-B,NorthAmer,Berryella_sp001552935,1,0.465,1585,1239860,71.39,6.44,0,FALSE,d__Bacteria;p__Actinobacteriota;c__Coriobacteriia;o__Coriobacteriales;f__Eggerthellaceae;g__Berryella;s__Berryella sp001552935,12.558489
MAG10700,MG0850,343018_MG,P312,0,LSVF,IV-B,IV-B,NorthAmer,Stomatobaculum_sp002892395,0,0.529,1695,1521851,78.99,7.544,0,FALSE,d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Stomatobaculum;s__Stomatobaculum sp002892395,12.337585
MAG10701,MG0850,343018_MG,P312,0,LSVF,IV-B,IV-B,NorthAmer,Lactobacillus_iners,0,0.325,93206,1272878,99.41,0.442,0,FALSE,d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Lactobacillus;s__Lactobacillus iners,83.84263
MAG10702,MG0850,343018_MG,P312,0,LSVF,IV-B,IV-B,NorthAmer,Gardnerella_leopoldii,0,0.421,57802,1457351,97.33,1.826,0,FALSE,d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Actinomycetales;f__Bifidobacteriaceae;g__Bifidobacterium;s__Bifidobacterium leopoldii,196.2885
MAG00164,MG2153,MG_0411RFLQV1,P738,0,XPENN,IV-B,IV-B,NorthAmer,Prevotella_sp000479005,0,0.458,23862,2229220,90.96,0,1,TRUE,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Prevotella;s__Prevotella sp000479005,22.864328
MAG00166,MG2153,MG_0411RFLQV1,P738,0,XPENN,IV-B,IV-B,NorthAmer,Parvimonas_sp001552895,0,0.255,23452,1467741,94.62,0,1,TRUE,d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Tissierellales;f__Peptoniphilaceae;g__Parvimonas;s__Parvimonas sp001552895,98.18166
MAG00169,MG2153,MG_0411RFLQV1,P738,0,XPENN,IV-B,IV-B,NorthAmer,Dialister_micraerophilus,0,0.352,13612,1159694,97.25,0.993,1,TRUE,d__Bacteria;p__Firmicutes_C;c__Negativicutes;o__Veillonellales;f__Dialisteraceae;g__Dialister;s__Dialister micraerophilus,20.168274
MAG00170,MG2153,MG_0411RFLQV1,P738,0,XPENN,IV-B,IV-B,NorthAmer,Gardnerella_vaginalis,0,0.411,19402,1198867,79.05,0.454,1,TRUE,d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Actinomycetales;f__Bifidobacteriaceae;g__Bifidobacterium;s__Bifidobacterium vaginale,62.175663
MAG00171,MG2153,MG_0411RFLQV1,P738,0,XPENN,IV-B,IV-B,NorthAmer,Sneathia_vaginalis,1,0.282,34105,1266506,98.88,0,2,TRUE,d__Bacteria;p__Fusobacteriota;c__Fusobacteriia;o__Fusobacteriales;f__Leptotrichiaceae;g__Sneathia;s__Sneathia vaginalis,81.30275
MAG00174,MG2153,MG_0411RFLQV1,P738,0,XPENN,IV-B,IV-B,NorthAmer,Peptoniphilus_lacrimalis,0,0.297,54495,1696107,98.6,0,3,TRUE,d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Tissierellales;f__Peptoniphilaceae;g__Peptoniphilus_A;s__Peptoniphilus_A lacrimalis,59.646545
MAG10709,MG0851,343019_MG,P313,0,LSVF,III,III-B,NorthAmer,Gardnerella_leopoldii,0,0.43,24591,1017998,70.76,0.989,0,FALSE,d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Actinomycetales;f__Bifidobacteriaceae;g__Bifidobacterium;s__Bifidobacterium leopoldii,19.359886
MAG10710,MG0851,343019_MG,P313,0,LSVF,III,III-B,NorthAmer,Gardnerella_piotii,0,0.428,62244,1420894,97.77,2.5,0,FALSE,d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Actinomycetales;f__Bifidobacteriaceae;g__Bifidobacterium;s__Bifidobacterium piotii,25.746632
MAG10711,MG0851,343019_MG,P313,0,LSVF,III,III-B,NorthAmer,Gardnerella_vaginalis_H,0,0.461,6092,1160234,76.42,1.454,0,FALSE,d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Actinomycetales;f__Bifidobacteriaceae;g__Bifidobacterium;s__Bifidobacterium vaginale_H,9.969272
MAG00176,MG2153,MG_0411RFLQV1,P738,0,XPENN,IV-B,IV-B,NorthAmer,Fenollaria_massiliensis,0,0.348,10593,1342880,91.37,0,1,TRUE,d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Tissierellales;f__Peptoniphilaceae;g__Fenollaria;s__Fenollaria massiliensis,16.400143
MAG00177,MG2153,MG_0411RFLQV1,P738,0,XPENN,IV-B,IV-B,NorthAmer,Lactobacillus_iners,0,0.323,102542,1032305,85.25,0.442,1,TRUE,d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Lactobacillus;s__Lactobacillus iners,452.9373
MAG00178,MG2153,MG_0411RFLQV1,P738,0,XPENN,IV-B,IV-B,NorthAmer,Gardnerella_vaginalis_A,0,0.379,113956,1594474,98.09,0.454,1,TRUE,d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Actinomycetales;f__Bifidobacteriaceae;g__Bifidobacterium;s__Bifidobacterium vaginale_A,1083.856
MAG10715,MG0852,343021_MG,P314,0,LSVF,IV-A,IV-A,NorthAmer,Gardnerella_piotii,0,0.426,26683,1256885,88.98,0.416,0,FALSE,d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Actinomycetales;f__Bifidobacteriaceae;g__Bifidobacterium;s__,114.55615
MAG00179,MG2153,MG_0411RFLQV1,P738,0,XPENN,IV-B,IV-B,NorthAmer,Sodaliphilus_spNov1,0,0.478,20175,2329433,95.71,2.088,1,TRUE,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Muribaculaceae;g__Sodaliphilus;s__,21.401398
MAG10717,MG0852,343021_MG,P314,0,LSVF,IV-A,IV-A,NorthAmer,Mobiluncus_mulieris,0,0.558,3908,1716158,83.76,2.985,0,FALSE,d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Actinomycetales;f__Actinomycetaceae;g__Mobiluncus;s__Mobiluncus mulieris,21.916454
MAG10718,MG0852,343021_MG,P314,0,LSVF,IV-A,IV-A,NorthAmer,Gardnerella_vaginalis_D,0,0.429,31537,1483197,93.87,0.456,0,FALSE,d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Actinomycetales;f__Bifidobacteriaceae;g__Bifidobacterium;s__Bifidobacterium vaginale_D,191.48914
MAG00180,MG2153,MG_0411RFLQV1,P738,0,XPENN,IV-B,IV-B,NorthAmer,Berryella_sp001552935,0,0.464,131144,1568293,98.99,0,1,TRUE,d__Bacteria;p__Actinobacteriota;c__Coriobacteriia;o__Coriobacteriales;f__Eggerthellaceae;g__Berryella;s__Berryella sp001552935,54.705612
MAG00182,MG2153,MG_0411RFLQV1,P738,0,XPENN,IV-B,IV-B,NorthAmer,Anaeroglobus_geminatus,0,0.491,27146,1706081,99.1,0.394,1,TRUE,d__Bacteria;p__Firmicutes_C;c__Negativicutes;o__Veillonellales;f__Megasphaeraceae;g__Anaeroglobus;s__Anaeroglobus geminatus,19.363173
MAG10721,MG0852,343021_MG,P314,0,LSVF,IV-A,IV-A,NorthAmer,Berryella_sp001552935,0,0.465,8511,1422091,90.46,0.879,0,FALSE,d__Bacteria;p__Actinobacteriota;c__Coriobacteriia;o__Coriobacteriales;f__Eggerthellaceae;g__Berryella;s__Berryella sp001552935,27.1785
MAG10722,MG0853,343024_MG,P315,0,LSVF,IV-B,IV-B,NorthAmer,Cryptobacteroides_spNov1,0,0.358,25284,1751620,91.9,0.952,0,FALSE,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__UBA932;g__Cryptobacteroides;s__,12.442828
MAG00183,MG2153,MG_0411RFLQV1,P738,0,XPENN,IV-B,IV-B,NorthAmer,Prevotella_amnii,0,0.352,47015,1950175,97.97,0.281,3,TRUE,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Prevotella;s__Prevotella amnii,36.716404
MAG10724,MG0853,343024_MG,P315,0,LSVF,IV-B,IV-B,NorthAmer,Fannyhessea_massiliense,0,0.493,7250,1025530,79.68,0,0,FALSE,d__Bacteria;p__Actinobacteriota;c__Coriobacteriia;o__Coriobacteriales;f__Atopobiaceae;g__Fannyhessea;s__Fannyhessea massiliense,46.739758
MAG00185,MG2153,MG_0411RFLQV1,P738,0,XPENN,IV-B,IV-B,NorthAmer,Peptoniphilus_vaginalis,1,0.349,4653,1486207,79.08,1.4,1,TRUE,d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Tissierellales;f__Peptoniphilaceae;g__Peptoniphilus_A;s__Peptoniphilus_A vaginalis,15.008656
MAG00186,MG2153,MG_0411RFLQV1,P738,0,XPENN,IV-B,IV-B,NorthAmer,Dialister_sp001553355,0,0.388,21120,1753647,96.83,0.632,1,TRUE,d__Bacteria;p__Firmicutes_C;c__Negativicutes;o__Veillonellales;f__Dialisteraceae;g__Dialister;s__Dialister sp001553355,137.04126
MAG10727,MG0853,343024_MG,P315,0,LSVF,IV-B,IV-B,NorthAmer,Gardnerella_vaginalis_F,1,0.401,45104,986783,70.18,1.75,0,FALSE,d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Actinomycetales;f__Bifidobacteriaceae;g__Bifidobacterium;s__Bifidobacterium vaginale_F,122.31288
MAG00188,MG2154,MG_0412RFLQV1,P739,0,XPENN,I,I-A,NorthAmer,Lactobacillus_crispatus,1,0.368,28765,2162168,99.03,0.09,2,TRUE,d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Lactobacillus;s__Lactobacillus crispatus,562.22766
MAG08651,MG0612,342305_MG,P74,0,LSVF,I,I-A,NorthAmer,Limosilactobacillus_portuensis,1,0.398,15581,1902461,98.37,0.54,1,TRUE,d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Limosilactobacillus;s__Limosilactobacillus portuensis,13.766043
MAG10730,MG0853,343024_MG,P315,0,LSVF,IV-B,IV-B,NorthAmer,KA00274_sp902373515,0,0.424,36577,1377091,86.87,0.709,0,FALSE,d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Saccharofermentanales;f__Fastidiosipilaceae;g__KA00274;s__KA00274 sp902373515,12.2036295
