MAG,Description,GBK,Class,Category,Family
MAG14215,MAG14215_0059,MAG14215_0059.region001,ranthipeptide,RiPP,FAM_00133
MAG14217,MAG14217_0007,MAG14217_0007.region001,T3PKS,PKS,FAM_00077
MAG14219,MAG14219_0006,MAG14219_0006.region001,T3PKS,PKS,FAM_00509
MAG14221,MAG14221_0002,MAG14221_0002.region001,RiPP-like,RiPP,FAM_00169
MAG14221,MAG14221_0017,MAG14221_0017.region001,lanthipeptide-class-iii,RiPP,FAM_00180
MAG14222,MAG14222_0017,MAG14222_0017.region001,NRPS,NRPS,FAM_00165
MAG14223,MAG14223_0001,MAG14223_0001.region001,RiPP-like,RiPP,FAM_00169
MAG14223,MAG14223_0016,MAG14223_0016.region001,lanthipeptide-class-iii,RiPP,FAM_00180
MAG14227,MAG14227_0032,MAG14227_0032.region001,lanthipeptide-class-iii,RiPP,FAM_00180
MAG14228,MAG14228_0015,MAG14228_0015.region001,lanthipeptide-class-ii,RiPP,FAM_00281
MAG14228,MAG14228_0018,MAG14228_0018.region001,RiPP-like,RiPP,FAM_00195
MAG14231,MAG14231_0027,MAG14231_0027.region001,ranthipeptide,RiPP,FAM_00107
MAG14232,MAG14232_0008,MAG14232_0008.region001,T3PKS,PKS,FAM_00082
MAG14233,MAG14233_0002,MAG14233_0002.region001,ranthipeptide,RiPP,FAM_00112
MAG14235,MAG14235_0041,MAG14235_0041.region001,ranthipeptide,RiPP,FAM_00106
MAG14236,MAG14236_0060,MAG14236_0060.region001,RiPP-like,RiPP,FAM_00195
MAG14237,MAG14237_0017,MAG14237_0017.region001,T3PKS,PKS,FAM_00082
MAG14239,MAG14239_0023,MAG14239_0023.region001,lanthipeptide-class-ii,RiPP,FAM_00281
MAG14239,MAG14239_0165,MAG14239_0165.region001,T3PKS,PKS,FAM_00074
MAG14240,MAG14240_0001,MAG14240_0001.region001,NRPS,NRPS,FAM_00165
MAG14241,MAG14241_0019,MAG14241_0019.region001,lanthipeptide-class-iii,RiPP,FAM_00180
MAG14243,MAG14243_0031,MAG14243_0031.region001,NRPS,NRPS,FAM_00165
MAG14244,MAG14244_0591,MAG14244_0591.region001,T3PKS,PKS,FAM_00186
MAG14245,MAG14245_0056,MAG14245_0056.region001,lanthipeptide-class-iii,RiPP,FAM_00180
MAG14246,MAG14246_0001,MAG14246_0001.region001,NRPS,NRPS,FAM_00165
MAG14247,MAG14247_0001,MAG14247_0001.region001,RiPP-like,RiPP,FAM_00221
MAG14247,MAG14247_0001,MAG14247_0001.region002,RiPP-like,RiPP,FAM_00221
MAG14247,MAG14247_0025,MAG14247_0025.region001,RiPP-like,RiPP,FAM_00097
MAG14247,MAG14247_0094,MAG14247_0094.region001,RiPP-like,RiPP,FAM_00087
MAG14247,MAG14247_0113,MAG14247_0113.region001,RiPP-like,RiPP,FAM_00093
MAG14247,MAG14247_0125,MAG14247_0125.region001,RiPP-like,RiPP,FAM_00101
MAG14248,MAG14248_0001,MAG14248_0001.region001,RiPP-like,RiPP,FAM_00221
MAG14248,MAG14248_0025,MAG14248_0025.region001,RiPP-like,RiPP,FAM_00097
MAG14248,MAG14248_0090,MAG14248_0090.region001,RiPP-like,RiPP,FAM_00087
MAG14248,MAG14248_0113,MAG14248_0113.region001,RiPP-like,RiPP,FAM_00093
MAG14249,MAG14249_0010,MAG14249_0010.region001,RiPP-like,RiPP,FAM_00221
MAG14249,MAG14249_0025,MAG14249_0025.region001,RiPP-like,RiPP,FAM_00097
MAG14249,MAG14249_0099,MAG14249_0099.region001,RiPP-like,RiPP,FAM_00087
MAG14249,MAG14249_0130,MAG14249_0130.region001,RiPP-like,RiPP,FAM_00093
MAG14251,MAG14251_0001,MAG14251_0001.region001,RiPP-like,RiPP,FAM_00221
MAG14251,MAG14251_0026,MAG14251_0026.region001,RiPP-like,RiPP,FAM_00097
MAG14251,MAG14251_0093,MAG14251_0093.region001,RiPP-like,RiPP,FAM_00087
MAG14251,MAG14251_0114,MAG14251_0114.region001,RiPP-like,RiPP,FAM_00093
MAG14253,MAG14253_0010,MAG14253_0010.region001,ranthipeptide,RiPP,FAM_00133
MAG14254,MAG14254_0006,MAG14254_0006.region001,T1PKS,PKS,FAM_00198
MAG14254,MAG14254_0019,MAG14254_0019.region001,terpene,terpene,FAM_00390
MAG14255,MAG14255_0196,MAG14255_0196.region001,ranthipeptide,RiPP,FAM_00129
MAG14256,MAG14256_0062,MAG14256_0062.region001,RiPP-like,RiPP,FAM_00086
MAG14256,MAG14256_0128,MAG14256_0128.region001,RiPP-like,RiPP,FAM_00093
MAG14257,MAG14257_0122,MAG14257_0122.region001,RiPP-like,RiPP,FAM_00086
MAG14257,MAG14257_0134,MAG14257_0134.region001,RiPP-like,RiPP,FAM_00093
MAG14258,MAG14258_0112,MAG14258_0112.region001,RiPP-like,RiPP,FAM_00086
MAG14258,MAG14258_0128,MAG14258_0128.region001,RiPP-like,RiPP,FAM_00094
MAG14259,MAG14259_0122,MAG14259_0122.region001,RiPP-like,RiPP,FAM_00086
MAG14259,MAG14259_0132,MAG14259_0132.region001,RiPP-like,RiPP,FAM_00093
MAG14260,MAG14260_0033,MAG14260_0033.region001,terpene,terpene,FAM_00455
MAG14260,MAG14260_0080,MAG14260_0080.region001,T1PKS,PKS,FAM_00204
MAG14260,MAG14260_0100,MAG14260_0100.region001,T1PKS,PKS,FAM_00204
MAG14261,MAG14261_0117,MAG14261_0117.region001,RiPP-like,RiPP,FAM_00086
MAG14261,MAG14261_0133,MAG14261_0133.region001,RiPP-like,RiPP,FAM_00093
MAG14262,MAG14262_0015,MAG14262_0015.region001,lanthipeptide-class-iii,RiPP,FAM_00180
MAG14263,MAG14263_0001,MAG14263_0001.region001,ranthipeptide,RiPP,FAM_00112
MAG14263,MAG14263_0004,MAG14263_0004.region001,RaS-RiPP,RiPP,FAM_00226
MAG14265,MAG14265_0013,MAG14265_0013.region001,ranthipeptide,RiPP,FAM_00136
MAG14268,MAG14268_0001,MAG14268_0001.region001,RiPP-like,RiPP,FAM_00195
MAG14268,MAG14268_0001,MAG14268_0001.region002,lanthipeptide-class-ii,RiPP,FAM_00281
MAG14271,MAG14271_0013,MAG14271_0013.region001,RRE-containing,RiPP,FAM_00044
MAG14272,MAG14272_0001,MAG14272_0001.region001,arylpolyene,PKS,FAM_00018
MAG14272,MAG14272_0003,MAG14272_0003.region001,RRE-containing,RiPP,FAM_00039
MAG14272,MAG14272_0005,MAG14272_0005.region001,resorcinol,other,FAM_00058
MAG14272,MAG14272_0035,MAG14272_0035.region001,LAP.thiopeptide,RiPP,FAM_00059
MAG14273,MAG14273_0001,MAG14273_0001.region001,ranthipeptide,RiPP,FAM_00106
MAG14275,MAG14275_0005,MAG14275_0005.region001,NRPS,NRPS,FAM_00165
MAG14277,MAG14277_0002,MAG14277_0002.region001,RiPP-like,RiPP,FAM_00170
MAG14277,MAG14277_0013,MAG14277_0013.region001,lanthipeptide-class-iii,RiPP,FAM_00180
MAG14279,MAG14279_0021,MAG14279_0021.region001,NRPS,NRPS,FAM_00165
MAG14280,MAG14280_0008,MAG14280_0008.region001,NRPS.NRPS-like.T1PKS,NRPS.PKS,FAM_00258
MAG14280,MAG14280_0422,MAG14280_0422.region001,RRE-containing,RiPP,FAM_00057
MAG14281,MAG14281_0042,MAG14281_0042.region001,T3PKS,PKS,FAM_00074
MAG14282,MAG14282_0003,MAG14282_0003.region001,RiPP-like,RiPP,FAM_00194
MAG14282,MAG14282_0003,MAG14282_0003.region002,lanthipeptide-class-ii,RiPP,FAM_00281
MAG14282,MAG14282_0011,MAG14282_0011.region001,RiPP-like,RiPP,FAM_00336
MAG14289,MAG14289_0044,MAG14289_0044.region001,resorcinol,other,FAM_00043
MAG14289,MAG14289_0064,MAG14289_0064.region001,RiPP-like,RiPP,FAM_00195
MAG14290,MAG14290_0004,MAG14290_0004.region001,T3PKS,PKS,FAM_00074
MAG14291,MAG14291_0021,MAG14291_0021.region001,lanthipeptide-class-ii,RiPP,FAM_00281
MAG14293,MAG14293_0005,MAG14293_0005.region001,RiPP-like,RiPP,FAM_00169
MAG14293,MAG14293_0011,MAG14293_0011.region001,lanthipeptide-class-v,RiPP,FAM_00179
MAG14293,MAG14293_0024,MAG14293_0024.region001,lanthipeptide-class-iii,RiPP,FAM_00180
MAG14294,MAG14294_0086,MAG14294_0086.region001,NRPS.T1PKS,NRPS.PKS,FAM_00239
MAG14294,MAG14294_0139,MAG14294_0139.region001,arylpolyene,PKS,FAM_00409
MAG14294,MAG14294_0242,MAG14294_0242.region001,NRPS-like,NRPS,FAM_00550
MAG14294,MAG14294_0353,MAG14294_0353.region001,NRPS,NRPS,FAM_00239
MAG14294,MAG14294_0443,MAG14294_0443.region001,NRPS-like,NRPS,FAM_00464
MAG14294,MAG14294_0693,MAG14294_0693.region001,NRPS,NRPS,FAM_00397
MAG14296,MAG14296_0006,MAG14296_0006.region001,RiPP-like,RiPP,FAM_00169
MAG14296,MAG14296_0022,MAG14296_0022.region001,lanthipeptide-class-iii,RiPP,FAM_00180
MAG14297,MAG14297_0005,MAG14297_0005.region001,RiPP-like,RiPP,FAM_00089
MAG14297,MAG14297_0029,MAG14297_0029.region001,LAP,RiPP,FAM_00104
MAG14297,MAG14297_0111,MAG14297_0111.region001,RiPP-like,RiPP,FAM_00087
MAG14300,MAG14300_0006,MAG14300_0006.region001,RiPP-like,RiPP,FAM_00194
MAG14300,MAG14300_0132,MAG14300_0132.region001,ranthipeptide,RiPP,FAM_00152
MAG14301,MAG14301_0001,MAG14301_0001.region001,NRPS-like,NRPS,FAM_00001
MAG14301,MAG14301_0005,MAG14301_0005.region001,T3PKS,PKS,FAM_00010
MAG14301,MAG14301_0007,MAG14301_0007.region001,lanthipeptide-class-iii,RiPP,FAM_00252
MAG14303,MAG14303_0134,MAG14303_0134.region001,ranthipeptide,RiPP,FAM_00136
MAG14304,MAG14304_0008,MAG14304_0008.region001,ranthipeptide,RiPP,FAM_00106
MAG14305,MAG14305_0023,MAG14305_0023.region001,lanthipeptide-class-iii,RiPP,FAM_00180
MAG14307,MAG14307_0013,MAG14307_0013.region001,lanthipeptide-class-ii,RiPP,FAM_00281
MAG14307,MAG14307_0015,MAG14307_0015.region001,RiPP-like,RiPP,FAM_00336
MAG14308,MAG14308_0004,MAG14308_0004.region001,ranthipeptide,RiPP,FAM_00113
MAG14308,MAG14308_0005,MAG14308_0005.region001,RiPP-like,RiPP,FAM_00260
MAG14308,MAG14308_0009,MAG14308_0009.region001,ranthipeptide,RiPP,FAM_00388
MAG14308,MAG14308_0019,MAG14308_0019.region001,RRE-containing,RiPP,FAM_00411
MAG14310,MAG14310_0071,MAG14310_0071.region001,RRE-containing,RiPP,FAM_00044
MAG14311,MAG14311_0018,MAG14311_0018.region001,T3PKS,PKS,FAM_00009
MAG14311,MAG14311_0021,MAG14311_0021.region001,NRPS-like,NRPS,FAM_00006
MAG14311,MAG14311_0034,MAG14311_0034.region001,NRPS-like,NRPS,FAM_00347
MAG14314,MAG14314_0040,MAG14314_0040.region001,lanthipeptide-class-ii,RiPP,FAM_00219
MAG14314,MAG14314_0042,MAG14314_0042.region001,RiPP-like,RiPP,FAM_00265
MAG14315,MAG14315_0044,MAG14315_0044.region001,arylpolyene,PKS,FAM_00017
MAG14315,MAG14315_0070,MAG14315_0070.region001,RRE-containing,RiPP,FAM_00038
MAG14316,MAG14316_0001,MAG14316_0001.region001,RRE-containing,RiPP,FAM_00034
MAG14316,MAG14316_0052,MAG14316_0052.region001,arylpolyene,PKS,FAM_00025
MAG14317,MAG14317_0004,MAG14317_0004.region001,RaS-RiPP,RiPP,FAM_00226
MAG14317,MAG14317_0006,MAG14317_0006.region001,ranthipeptide,RiPP,FAM_00112
MAG14318,MAG14318_0001,MAG14318_0001.region001,T3PKS,PKS,FAM_00186
MAG14319,MAG14319_0017,MAG14319_0017.region001,LAP,RiPP,FAM_00102
MAG14320,MAG14320_0017,MAG14320_0017.region001,lanthipeptide-class-iii,RiPP,FAM_00180
MAG14321,MAG14321_0001,MAG14321_0001.region001,NRPS,NRPS,FAM_00165
MAG14322,MAG14322_0016,MAG14322_0016.region001,NRPS,NRPS,FAM_00165
MAG14323,MAG14323_0031,MAG14323_0031.region001,T3PKS,PKS,FAM_00080
MAG14325,MAG14325_0009,MAG14325_0009.region001,RiPP-like,RiPP,FAM_00194
MAG14326,MAG14326_0002,MAG14326_0002.region001,NRPS,NRPS,FAM_00441
MAG14326,MAG14326_0022,MAG14326_0022.region001,T3PKS,PKS,FAM_00276
MAG14326,MAG14326_0034,MAG14326_0034.region001,RiPP-like,RiPP,FAM_00378
MAG14327,MAG14327_0027,MAG14327_0027.region001,terpene,terpene,FAM_00205
MAG14327,MAG14327_0032,MAG14327_0032.region001,NAPAA,NRPS,FAM_00357
MAG14327,MAG14327_0117,MAG14327_0117.region001,T1PKS,PKS,FAM_00199
MAG14328,MAG14328_0002,MAG14328_0002.region001,RiPP-like,RiPP,FAM_00272
MAG14328,MAG14328_0024,MAG14328_0024.region001,T3PKS,PKS,FAM_00278
MAG14329,MAG14329_0002,MAG14329_0002.region001,arylpolyene,PKS,FAM_00367
MAG14329,MAG14329_0004,MAG14329_0004.region001,T3PKS,PKS,FAM_00276
MAG14330,MAG14330_0032,MAG14330_0032.region001,lanthipeptide-class-iii,RiPP,FAM_00180
MAG14331,MAG14331_0001,MAG14331_0001.region001,RiPP-like,RiPP,FAM_00170
MAG14331,MAG14331_0017,MAG14331_0017.region001,lanthipeptide-class-iii,RiPP,FAM_00180
MAG14332,MAG14332_0014,MAG14332_0014.region001,NRPS,NRPS,FAM_00165
MAG14333,MAG14333_0015,MAG14333_0015.region001,RiPP-like,RiPP,FAM_00240
MAG14333,MAG14333_0108,MAG14333_0108.region001,RiPP-like,RiPP,FAM_00089
MAG14333,MAG14333_0114,MAG14333_0114.region001,RiPP-like,RiPP,FAM_00087
MAG14334,MAG14334_0048,MAG14334_0048.region001,T3PKS,PKS,FAM_00078
MAG14335,MAG14335_0002,MAG14335_0002.region001,RiPP-like,RiPP,FAM_00169
MAG14335,MAG14335_0007,MAG14335_0007.region001,lanthipeptide-class-v,RiPP,FAM_00179
MAG14335,MAG14335_0021,MAG14335_0021.region001,lanthipeptide-class-iii,RiPP,FAM_00180
MAG14336,MAG14336_0001,MAG14336_0001.region001,RRE-containing,RiPP,FAM_00034
MAG14336,MAG14336_0046,MAG14336_0046.region001,arylpolyene,PKS,FAM_00025
MAG14337,MAG14337_0006,MAG14337_0006.region001,ranthipeptide,RiPP,FAM_00112
MAG14337,MAG14337_0012,MAG14337_0012.region001,RaS-RiPP,RiPP,FAM_00226
MAG14338,MAG14338_0033,MAG14338_0033.region001,T3PKS,PKS,FAM_00084
MAG14339,MAG14339_0055,MAG14339_0055.region001,T3PKS,PKS,FAM_00080
MAG14339,MAG14339_0177,MAG14339_0177.region001,arylpolyene,PKS,FAM_00026
MAG14343,MAG14343_0009,MAG14343_0009.region001,arylpolyene,PKS,FAM_00017
MAG14343,MAG14343_0019,MAG14343_0019.region001,RRE-containing,RiPP,FAM_00039
MAG14344,MAG14344_0037,MAG14344_0037.region001,NRPS-like,NRPS,FAM_00001
MAG14344,MAG14344_0058,MAG14344_0058.region001,T3PKS,PKS,FAM_00011
MAG14345,MAG14345_0011,MAG14345_0011.region001,ranthipeptide,RiPP,FAM_00107
MAG14349,MAG14349_0009,MAG14349_0009.region001,ranthipeptide,RiPP,FAM_00136
MAG14350,MAG14350_0015,MAG14350_0015.region001,RiPP-like,RiPP,FAM_00194
MAG14351,MAG14351_0043,MAG14351_0043.region001,T3PKS,PKS,FAM_00074
MAG14352,MAG14352_0001,MAG14352_0001.region001,ranthipeptide,RiPP,FAM_00112
MAG14352,MAG14352_0004,MAG14352_0004.region001,RaS-RiPP,RiPP,FAM_00226
MAG14353,MAG14353_0003,MAG14353_0003.region001,RiPP-like,RiPP,FAM_00007
MAG14353,MAG14353_0009,MAG14353_0009.region001,ranthipeptide,RiPP,FAM_00128
MAG14354,MAG14354_0002,MAG14354_0002.region001,RRE-containing,RiPP,FAM_00045
MAG14356,MAG14356_0011,MAG14356_0011.region001,NRPS-like,NRPS,FAM_00006
MAG14358,MAG14358_0010,MAG14358_0010.region001,ranthipeptide,RiPP,FAM_00106
MAG14359,MAG14359_0048,MAG14359_0048.region001,hserlactone,other,FAM_00282
MAG14359,MAG14359_0071,MAG14359_0071.region001,ranthipeptide,RiPP,FAM_00122
MAG14362,MAG14362_0105,MAG14362_0105.region001,ranthipeptide,RiPP,FAM_00113
MAG14364,MAG14364_0023,MAG14364_0023.region001,ranthipeptide,RiPP,FAM_00134
MAG14365,MAG14365_0040,MAG14365_0040.region001,RiPP-like,RiPP,FAM_00169
MAG14368,MAG14368_0022,MAG14368_0022.region001,RRE-containing,RiPP,FAM_00057
MAG14369,MAG14369_0116,MAG14369_0116.region001,ranthipeptide,RiPP,FAM_00118
MAG14370,MAG14370_0005,MAG14370_0005.region001,ranthipeptide,RiPP,FAM_00133
MAG14371,MAG14371_0033,MAG14371_0033.region001,ranthipeptide,RiPP,FAM_00106
MAG14373,MAG14373_0007,MAG14373_0007.region001,lanthipeptide-class-v,RiPP,FAM_00179
MAG14373,MAG14373_0017,MAG14373_0017.region001,RiPP-like,RiPP,FAM_00169
MAG14373,MAG14373_0021,MAG14373_0021.region001,lanthipeptide-class-iii,RiPP,FAM_00180
MAG14374,MAG14374_0127,MAG14374_0127.region001,ranthipeptide,RiPP,FAM_00148
MAG14376,MAG14376_0001,MAG14376_0001.region001,RRE-containing,RiPP,FAM_00106
MAG14377,MAG14377_0001,MAG14377_0001.region001,arylpolyene,PKS,FAM_00017
MAG14377,MAG14377_0003,MAG14377_0003.region001,RRE-containing,RiPP,FAM_00039
MAG14377,MAG14377_0027,MAG14377_0027.region001,LAP.thiopeptide,RiPP,FAM_00050
MAG14378,MAG14378_0175,MAG14378_0175.region001,ranthipeptide,RiPP,FAM_00136
MAG14379,MAG14379_0014,MAG14379_0014.region001,lanthipeptide-class-iii,RiPP,FAM_00180
MAG14381,MAG14381_0007,MAG14381_0007.region001,T3PKS,PKS,FAM_00015
MAG14381,MAG14381_0049,MAG14381_0049.region001,NRPS-like,NRPS,FAM_00006
MAG14383,MAG14383_0078,MAG14383_0078.region001,T3PKS,PKS,FAM_00078
MAG14384,MAG14384_0002,MAG14384_0002.region001,RiPP-like,RiPP,FAM_00194
MAG14384,MAG14384_0002,MAG14384_0002.region002,lanthipeptide-class-ii,RiPP,FAM_00281
MAG14384,MAG14384_0006,MAG14384_0006.region001,RiPP-like,RiPP,FAM_00336
MAG14385,MAG14385_0013,MAG14385_0013.region001,T3PKS,PKS,FAM_00187
MAG14386,MAG14386_0129,MAG14386_0129.region001,RiPP-like,RiPP,FAM_00240
MAG14386,MAG14386_0136,MAG14386_0136.region001,RiPP-like,RiPP,FAM_00087
MAG14386,MAG14386_0179,MAG14386_0179.region001,RiPP-like,RiPP,FAM_00085
MAG14387,MAG14387_0024,MAG14387_0024.region001,NRPS,NRPS,FAM_00165
MAG14390,MAG14390_0001,MAG14390_0001.region001,lanthipeptide-class-ii,RiPP,FAM_00281
MAG14390,MAG14390_0005,MAG14390_0005.region001,RiPP-like,RiPP,FAM_00194
MAG14391,MAG14391_0038,MAG14391_0038.region001,lanthipeptide-class-iii,RiPP,FAM_00180
MAG14392,MAG14392_0007,MAG14392_0007.region001,RiPP-like,RiPP,FAM_00240
MAG14392,MAG14392_0018,MAG14392_0018.region001,LAP,RiPP,FAM_00102
MAG14393,MAG14393_0235,MAG14393_0235.region001,RiPP-like,RiPP,FAM_00343
MAG14395,MAG14395_0001,MAG14395_0001.region001,lanthipeptide-class-iii,RiPP,FAM_00294
MAG14395,MAG14395_0001,MAG14395_0001.region002,lanthipeptide-class-ii,RiPP,FAM_00281
MAG14395,MAG14395_0001,MAG14395_0001.region003,RiPP-like,RiPP,FAM_00195
MAG14396,MAG14396_0001,MAG14396_0001.region001,RiPP-like,RiPP,FAM_00240
MAG14396,MAG14396_0018,MAG14396_0018.region001,RiPP-like,RiPP,FAM_00094
MAG14396,MAG14396_0030,MAG14396_0030.region001,RiPP-like,RiPP,FAM_00091
MAG14397,MAG14397_0026,MAG14397_0026.region001,lanthipeptide-class-iii,RiPP,FAM_00180
MAG14397,MAG14397_0037,MAG14397_0037.region001,lanthipeptide-class-ii,RiPP,FAM_00175
MAG14398,MAG14398_0001,MAG14398_0001.region001,lanthipeptide-class-iv,RiPP,FAM_00296
MAG14400,MAG14400_0021,MAG14400_0021.region001,ranthipeptide,RiPP,FAM_00133
MAG14400,MAG14400_0075,MAG14400_0075.region001,RRE-containing,RiPP,FAM_00284
MAG14402,MAG14402_0012,MAG14402_0012.region001,NRPS-like,NRPS,FAM_00347
MAG14402,MAG14402_0018,MAG14402_0018.region001,lanthipeptide-class-iii,RiPP,FAM_00180
MAG14403,MAG14403_0001,MAG14403_0001.region001,lanthipeptide-class-iv,RiPP,FAM_00296
MAG14404,MAG14404_0083,MAG14404_0083.region001,lanthipeptide-class-ii,RiPP,FAM_00281
MAG14404,MAG14404_0103,MAG14404_0103.region001,T3PKS,PKS,FAM_00187
MAG14405,MAG14405_0026,MAG14405_0026.region001,T3PKS,PKS,FAM_00279
MAG14405,MAG14405_0035,MAG14405_0035.region001,RiPP-like,RiPP,FAM_00272
MAG14406,MAG14406_0001,MAG14406_0001.region001,RiPP-like,RiPP,FAM_00272
MAG14406,MAG14406_0009,MAG14406_0009.region001,NRPS.NRPS-like,NRPS,FAM_00441
MAG14406,MAG14406_0023,MAG14406_0023.region001,T3PKS,PKS,FAM_00278
MAG14407,MAG14407_0001,MAG14407_0001.region001,arylpolyene,PKS,FAM_00367
MAG14407,MAG14407_0009,MAG14407_0009.region001,T3PKS,PKS,FAM_00276
MAG14408,MAG14408_0002,MAG14408_0002.region001,RRE-containing,RiPP,FAM_00045
MAG14408,MAG14408_0020,MAG14408_0020.region001,LAP,RiPP,FAM_00450
MAG14409,MAG14409_0014,MAG14409_0014.region001,lanthipeptide-class-ii,RiPP,FAM_00281
MAG14410,MAG14410_0006,MAG14410_0006.region001,ranthipeptide,RiPP,FAM_00388
MAG14411,MAG14411_0001,MAG14411_0001.region001,NRPS-like,NRPS,FAM_00001
MAG14411,MAG14411_0005,MAG14411_0005.region001,lanthipeptide-class-iii,RiPP,FAM_00252
MAG14411,MAG14411_0035,MAG14411_0035.region001,T3PKS,PKS,FAM_00010
MAG14412,MAG14412_0011,MAG14412_0011.region001,ranthipeptide,RiPP,FAM_00106
MAG14413,MAG14413_0002,MAG14413_0002.region001,T3PKS,PKS,FAM_00009
MAG14413,MAG14413_0010,MAG14413_0010.region001,NRPS-like,NRPS,FAM_00006
MAG14415,MAG14415_0001,MAG14415_0001.region001,arylpolyene,PKS,FAM_00017
MAG14415,MAG14415_0006,MAG14415_0006.region001,RRE-containing,RiPP,FAM_00038
MAG14419,MAG14419_0029,MAG14419_0029.region001,ranthipeptide,RiPP,FAM_00136
MAG14420,MAG14420_0002,MAG14420_0002.region001,ranthipeptide,RiPP,FAM_00123
MAG14422,MAG14422_0017,MAG14422_0017.region001,RRE-containing,RiPP,FAM_00036
MAG14423,MAG14423_0014,MAG14423_0014.region001,ranthipeptide,RiPP,FAM_00128
MAG14423,MAG14423_0017,MAG14423_0017.region001,RiPP-like,RiPP,FAM_00007
MAG14424,MAG14424_0038,MAG14424_0038.region001,ranthipeptide,RiPP,FAM_00145
MAG14424,MAG14424_0091,MAG14424_0091.region001,ranthipeptide,RiPP,FAM_00117
MAG14427,MAG14427_0129,MAG14427_0129.region001,ranthipeptide,RiPP,FAM_00122
MAG14428,MAG14428_0001,MAG14428_0001.region001,ranthipeptide,RiPP,FAM_00113
MAG14428,MAG14428_0003,MAG14428_0003.region001,ranthipeptide,RiPP,FAM_00388
MAG14428,MAG14428_0012,MAG14428_0012.region001,RRE-containing,RiPP,FAM_00411
MAG14428,MAG14428_0025,MAG14428_0025.region001,RiPP-like,RiPP,FAM_00260
MAG14429,MAG14429_0005,MAG14429_0005.region001,ranthipeptide,RiPP,FAM_00109
MAG14430,MAG14430_0068,MAG14430_0068.region001,RRE-containing,RiPP,FAM_00057
MAG14435,MAG14435_0001,MAG14435_0001.region001,ranthipeptide,RiPP,FAM_00139
MAG14435,MAG14435_0027,MAG14435_0027.region001,NRPS,NRPS,FAM_00141
MAG14436,MAG14436_0044,MAG14436_0044.region001,ranthipeptide,RiPP,FAM_00136
MAG14438,MAG14438_0049,MAG14438_0049.region001,ranthipeptide,RiPP,FAM_00118
MAG14439,MAG14439_0024,MAG14439_0024.region001,ranthipeptide,RiPP,FAM_00121
MAG14439,MAG14439_0059,MAG14439_0059.region001,RiPP-like,RiPP,FAM_00184
MAG14439,MAG14439_0062,MAG14439_0062.region001,RiPP-like,RiPP,FAM_00183
MAG14439,MAG14439_0075,MAG14439_0075.region001,thiopeptide,RiPP,FAM_00289
MAG14440,MAG14440_0001,MAG14440_0001.region001,NRPS-like,NRPS,FAM_00004
MAG14440,MAG14440_0003,MAG14440_0003.region001,RiPP-like,RiPP,FAM_00422
MAG14440,MAG14440_0033,MAG14440_0033.region001,lanthipeptide-class-iii,RiPP,FAM_00252
MAG14440,MAG14440_0040,MAG14440_0040.region001,T3PKS,PKS,FAM_00011
MAG14441,MAG14441_0017,MAG14441_0017.region001,RaS-RiPP,RiPP,FAM_00226
MAG14442,MAG14442_0034,MAG14442_0034.region001,ranthipeptide,RiPP,FAM_00134
MAG14443,MAG14443_0030,MAG14443_0030.region001,T3PKS,PKS,FAM_00076
MAG14444,MAG14444_0058,MAG14444_0058.region001,RRE-containing,RiPP,FAM_00034
MAG14445,MAG14445_0001,MAG14445_0001.region001,RRE-containing,RiPP,FAM_00044
MAG14447,MAG14447_0048,MAG14447_0048.region001,ranthipeptide,RiPP,FAM_00106
MAG14448,MAG14448_0019,MAG14448_0019.region001,NRPS-like,NRPS,FAM_00006
MAG14448,MAG14448_0034,MAG14448_0034.region001,T3PKS,PKS,FAM_00012
MAG14451,MAG14451_0032,MAG14451_0032.region001,ranthipeptide,RiPP,FAM_00107
MAG14454,MAG14454_0029,MAG14454_0029.region001,ranthipeptide,RiPP,FAM_00111
MAG14456,MAG14456_0007,MAG14456_0007.region001,lanthipeptide-class-iii,RiPP,FAM_00252
MAG14456,MAG14456_0024,MAG14456_0024.region001,T3PKS,PKS,FAM_00010
MAG14457,MAG14457_0016,MAG14457_0016.region001,RRE-containing,RiPP,FAM_00039
MAG14457,MAG14457_0029,MAG14457_0029.region001,arylpolyene,PKS,FAM_00018
MAG14458,MAG14458_0002,MAG14458_0002.region001,NRPS,NRPS,FAM_00349
MAG14459,MAG14459_0003,MAG14459_0003.region001,T3PKS,PKS,FAM_00084
MAG14461,MAG14461_0049,MAG14461_0049.region001,T3PKS,PKS,FAM_00075
MAG14464,MAG14464_0036,MAG14464_0036.region001,NRPS,NRPS,FAM_00496
MAG14464,MAG14464_0040,MAG14464_0040.region001,NRPS,NRPS,FAM_00366
MAG14464,MAG14464_0087,MAG14464_0087.region001,T1PKS,PKS,FAM_00507
MAG14467,MAG14467_0021,MAG14467_0021.region001,T3PKS,PKS,FAM_00077
MAG14468,MAG14468_0004,MAG14468_0004.region001,T3PKS,PKS,FAM_00009
MAG14468,MAG14468_0052,MAG14468_0052.region001,NRPS-like,NRPS,FAM_00005
MAG14469,MAG14469_0001,MAG14469_0001.region001,RiPP-like,RiPP,FAM_00169
MAG14469,MAG14469_0012,MAG14469_0012.region001,lanthipeptide-class-iii,RiPP,FAM_00180
MAG14470,MAG14470_0040,MAG14470_0040.region001,RiPP-like,RiPP,FAM_00194
