sequence,region,type,From_To,most_similar_known_cluster,most_similar_known_cluster_type,similarity,BGC
MAG13473_0028,28.1,['NRPS'],1_21453,,,,
MAG13474_0004,4.1,['RRE-containing'],38263_59699,,,,
MAG13474_0020,20.1,['RRE-containing'],5338_26534,,,,
MAG13474_0030,30.1,['cyclic-lactone-autoinducer'],1_10219,,,,
MAG13474_0034,34.1,['cyclic-lactone-autoinducer'],1_9924,,,,
MAG13475_0004,4.1,['LAP'],48320_71697,streptolysin S,RiPP:LAP,77,BGC0000566
MAG13475_0004,4.1,['LAP'],48320_71697,clostridiolysin S,RiPP:LAP,33,BGC0001170
MAG13475_0004,4.1,['LAP'],48320_71697,clostridiolysin S,RiPP:LAP,33,BGC0000564
MAG13475_0007,7.1,['RiPP-like'],114906_127056,,,,
MAG13475_0011,11.1,['T3PKS'],5682_46854,,,,
MAG13477_0006,6.1,['ranthipeptide'],43529_64935,,,,
MAG13477_0013,13.1,['RiPP-like'],32115_40538,,,,
MAG13478_0014,14.1,['ranthipeptide'],15786_27950,,,,
MAG13479_0008,8.1,['RiPP-like'],27339_39558,,,,
MAG13480_0011,11.1,['lanthipeptide-class-iii'],33884_56319,SF2575,Polyketide:Type II polyketide+Saccharide:Hybrid/tailoring saccharide,4,BGC0000269
MAG13481_0012,12.1,['T3PKS'],7119_39326,,,,
MAG13483_0019,19.1,['lanthipeptide-class-ii'],1_11169,mutacin II,RiPP:Lanthipeptide,100,BGC0000532
MAG13483_0019,19.1,['lanthipeptide-class-ii'],1_11169,ruminococcin A,RiPP:Lanthipeptide,28,BGC0000545
MAG13483_0019,19.1,['lanthipeptide-class-ii'],1_11169,lacticin 481,RiPP:Lanthipeptide,20,BGC0000521
MAG13483_0019,19.1,['lanthipeptide-class-ii'],1_11169,nukacin ISK-1,RiPP:Lanthipeptide,18,BGC0000539
MAG13483_0019,19.1,['lanthipeptide-class-ii'],1_11169,variacin,RiPP:Lanthipeptide,100,BGC0000562
MAG13483_0020,20.1,['lanthipeptide-class-iii'],1_10568,,,,
MAG13485_0002,2.1,['ranthipeptide'],43083_64752,,,,
MAG13486_0022,22.1,['T3PKS'],1_15695,,,,
MAG13486_0119,119.1,['thioamitides'],1_3993,,,,
MAG13488_0078,78.1,['ranthipeptide'],1_7187,,,,
MAG13489_0005,5.1,['RRE-containing'],60612_80878,,,,
MAG13489_0052,52.1,"['thiopeptide', 'LAP']",1_14382,,,,
MAG13493_0001,1.1,['arylpolyene'],60080_108828,flexirubin,Other,28,BGC0000839
MAG13493_0001,1.1,['arylpolyene'],60080_108828,flexirubin,Polyketide,13,BGC0000838
MAG13493_0001,1.1,['arylpolyene'],60080_108828,APE Vf,Other,15,BGC0000837
MAG13493_0001,1.1,['arylpolyene'],60080_108828,aryl polyenes,Other,16,BGC0002008
MAG13493_0017,17.1,['RRE-containing'],25406_45795,,,,
MAG13494_0001,1.1,['ranthipeptide'],82039_103439,,,,
MAG13496_0013,13.1,['ranthipeptide'],1475_17739,,,,
MAG13496_0061,61.1,['hserlactone'],1_9215,,,,
MAG13497_0023,23.1,['NRPS-like'],1_18977,,,,
MAG13497_0029,29.1,['T3PKS'],1_14829,,,,
MAG13497_0042,42.1,['lanthipeptide-class-iii'],1_10101,,,,
MAG13498_0101,101.1,['resorcinol'],1_5277,,,,
MAG13498_0299,299.1,['RiPP-like'],1_2675,,,,
MAG13498_0323,323.1,['RRE-containing'],1_2506,,,,
MAG13499_0009,9.1,['T3PKS'],7090_48397,,,,
MAG13500_0001,1.1,['lanthipeptide-class-ii'],120370_143075,ruminococcin A,RiPP:Lanthipeptide,28,BGC0000545
MAG13500_0001,1.1,['lanthipeptide-class-ii'],120370_143075,variacin,RiPP:Lanthipeptide,100,BGC0000562
MAG13500_0001,1.2,['RiPP-like'],120370_143075,ruminococcin A,RiPP:Lanthipeptide,28,BGC0000545
MAG13500_0001,1.2,['RiPP-like'],120370_143075,variacin,RiPP:Lanthipeptide,100,BGC0000562
MAG13502_0021,21.1,['ranthipeptide'],1_20112,,,,
MAG13503_0065,65.1,['RRE-containing'],1_10010,,,,
MAG13504_0008,8.1,['arylpolyene'],1_45876,flexirubin,Other,28,BGC0000839
MAG13504_0008,8.1,['arylpolyene'],1_45876,flexirubin,Polyketide,13,BGC0000838
MAG13504_0008,8.1,['arylpolyene'],1_45876,APE Vf,Other,15,BGC0000837
MAG13504_0008,8.1,['arylpolyene'],1_45876,aryl polyenes,Other,16,BGC0002008
MAG13504_0008,8.1,['arylpolyene'],1_45876,APE Ec,Other,10,BGC0000836
MAG13504_0034,34.1,"['LAP', 'thiopeptide']",1_20232,,,,
MAG13505_0001,1.1,['ranthipeptide'],5154_25300,,,,
MAG13505_0005,5.1,['RaS-RiPP'],22542_47768,,,,
MAG13506_0037,37.1,['ranthipeptide'],1_8234,,,,
MAG13507_0010,10.1,['ranthipeptide'],1_20414,,,,
MAG13508_0003,3.1,['lanthipeptide-class-ii'],123602_146307,ruminococcin A,RiPP:Lanthipeptide,28,BGC0000545
MAG13508_0003,3.1,['lanthipeptide-class-ii'],123602_146307,variacin,RiPP:Lanthipeptide,100,BGC0000562
MAG13508_0004,4.1,['RiPP-like'],2785_14026,,,,
MAG13509_0005,5.1,['ranthipeptide'],68150_89556,,,,
MAG13509_0013,13.1,['RiPP-like'],32153_42168,,,,
MAG13512_0109,109.1,['ranthipeptide'],1_3481,,,,
MAG13513_0002,2.1,['T3PKS'],11419_52546,,,,
MAG13513_0017,17.1,['NRPS-like'],1_22939,,,,
MAG13514_0016,16.1,['lanthipeptide-class-iii'],1_10567,,,,
MAG13515_0037,37.1,['lanthipeptide-class-iii'],1_8447,,,,
MAG13516_0024,24.1,['ranthipeptide'],1_12626,,,,
MAG13516_0062,62.1,['RiPP-like'],1_8214,,,,
MAG13517_0010,10.1,['T3PKS'],13095_43098,,,,
MAG13517_0013,13.1,['NRPS-like'],6304_38773,,,,
MAG13519_0001,1.1,['RiPP-like'],32168_48428,,,,
MAG13519_0022,22.1,['ranthipeptide'],4718_19668,,,,
MAG13521_0003,3.1,['RRE-containing'],7490_24320,,,,
MAG13521_0037,37.1,['RiPP-like'],859_9008,,,,
MAG13521_0074,74.1,['ranthipeptide'],1_6023,,,,
MAG13522_0001,1.1,['ranthipeptide'],105872_127474,,,,
MAG13523_0001,1.1,['RaS-RiPP'],23877_49102,,,,
MAG13523_0006,6.1,['ranthipeptide'],51681_71827,,,,
MAG13525_0006,6.1,['RRE-containing'],13856_34122,,,,
MAG13526_0014,14.1,['ranthipeptide'],1_20539,,,,
MAG13527_0029,29.1,['RRE-containing'],5631_21255,,,,
MAG13528_0019,19.1,['NRPS'],1_20475,,,,
MAG13528_0076,76.1,['ranthipeptide'],1_8829,,,,
MAG13531_0009,9.1,['RRE-containing'],37847_55821,,,,
MAG13531_0023,23.1,['arylpolyene'],1_26430,flexirubin,Polyketide,13,BGC0000838
MAG13531_0023,23.1,['arylpolyene'],1_26430,flexirubin,Other,24,BGC0000839
MAG13531_0023,23.1,['arylpolyene'],1_26430,aryl polyenes,Other,16,BGC0002008
MAG13531_0023,23.1,['arylpolyene'],1_26430,APE Vf,Other,10,BGC0000837
MAG13532_0008,8.1,['ranthipeptide'],1_16285,,,,
MAG13535_0032,32.1,['ranthipeptide'],2909_14190,,,,
MAG13538_0001,1.1,['NRPS-like'],78170_120629,,,,
MAG13538_0024,24.1,['T3PKS'],1_19969,,,,
MAG13538_0025,25.1,['lanthipeptide-class-iii'],4324_19431,anacyclamide A10,RiPP:Cyanobactin,14,BGC0000472
MAG13541_0014,14.1,['RRE-containing'],15102_27743,,,,
MAG13543_0009,9.1,['lanthipeptide-class-v'],19644_59536,TP-1161,RiPP:Thiopeptide,8,BGC0000615
MAG13543_0009,9.1,['lanthipeptide-class-v'],19644_59536,nosiheptide,RiPP:Thiopeptide,7,BGC0000610
MAG13543_0009,9.1,['lanthipeptide-class-v'],19644_59536,alchivemycin A/alchivemycin B,Polyketide+NRP,11,BGC0002456
MAG13543_0009,9.1,['lanthipeptide-class-v'],19644_59536,rifamorpholine A/rifamorpholine B/rifamorpholine C/rifamorpholine D/rifamorpholine E,Polyketide,3,BGC0001759
MAG13543_0017,17.1,['lanthipeptide-class-iii'],1_10546,,,,
MAG13544_0029,29.1,['LAP'],1_12358,,,,
MAG13544_0035,35.1,['ranthipeptide'],1_7556,,,,
MAG13545_0003,3.1,['arylpolyene'],37252_86002,flexirubin,Other,28,BGC0000839
MAG13545_0003,3.1,['arylpolyene'],37252_86002,flexirubin,Polyketide,13,BGC0000838
MAG13545_0003,3.1,['arylpolyene'],37252_86002,APE Vf,Other,15,BGC0000837
MAG13545_0003,3.1,['arylpolyene'],37252_86002,aryl polyenes,Other,16,BGC0002008
MAG13545_0003,3.1,['arylpolyene'],37252_86002,APE Ec,Other,10,BGC0000836
MAG13545_0027,27.1,['RRE-containing'],1_18449,,,,
MAG13546_0032,32.1,['resorcinol'],5295_28573,,,,
MAG13546_0072,72.1,['RRE-containing'],1_10674,,,,
MAG13548_0004,4.1,['ranthipeptide'],19466_40866,,,,
MAG13549_0005,5.1,['ranthipeptide'],17549_29086,,,,
MAG13552_0003,3.1,['ranthipeptide'],51728_71874,,,,
MAG13553_0013,13.1,['lanthipeptide-class-ii'],1_11328,mutacin II,RiPP:Lanthipeptide,100,BGC0000532
MAG13553_0013,13.1,['lanthipeptide-class-ii'],1_11328,ruminococcin A,RiPP:Lanthipeptide,28,BGC0000545
MAG13553_0013,13.1,['lanthipeptide-class-ii'],1_11328,lacticin 481,RiPP:Lanthipeptide,20,BGC0000521
MAG13553_0013,13.1,['lanthipeptide-class-ii'],1_11328,nukacin ISK-1,RiPP:Lanthipeptide,18,BGC0000539
MAG13553_0013,13.1,['lanthipeptide-class-ii'],1_11328,variacin,RiPP:Lanthipeptide,100,BGC0000562
MAG13553_0015,15.1,['lanthipeptide-class-iii'],1_10623,,,,
MAG13554_0001,1.1,['RiPP-like'],30038_40973,,,,
MAG13554_0009,9.1,['RiPP-like'],23593_39003,gassericin T,RiPP,44,BGC0000619
MAG13554_0009,9.1,['RiPP-like'],23593_39003,gassericin-T,RiPP,44,BGC0001602
MAG13554_0009,9.1,['RiPP-like'],23593_39003,gassericin E,RiPP,33,BGC0001388
MAG13554_0030,30.1,['RiPP-like'],6833_20735,,,,
MAG13554_0044,44.1,['LAP'],330_16740,listeriolysin S,RiPP:LAP,25,BGC0001171
MAG13556_0009,9.1,['ranthipeptide'],57000_78412,,,,
MAG13557_0072,72.1,['RRE-containing'],1_10204,,,,
MAG13558_0074,74.1,['ranthipeptide'],1_5442,,,,
MAG13559_0013,13.1,['RiPP-like'],1_9023,,,,
MAG13559_0127,127.1,['ranthipeptide'],1_4299,,,,
MAG13560_0001,1.1,['NRPS-like'],94246_136705,,,,
MAG13560_0010,10.1,['lanthipeptide-class-iii'],1_15084,anacyclamide A10,RiPP:Cyanobactin,14,BGC0000472
MAG13560_0016,16.1,['T3PKS'],1_23394,,,,
MAG13561_0001,1.1,['RRE-containing'],114140_134529,,,,
MAG13561_0003,3.1,['arylpolyene'],56744_105495,flexirubin,Other,28,BGC0000839
MAG13561_0003,3.1,['arylpolyene'],56744_105495,flexirubin,Polyketide,13,BGC0000838
MAG13561_0003,3.1,['arylpolyene'],56744_105495,APE Vf,Other,15,BGC0000837
MAG13561_0003,3.1,['arylpolyene'],56744_105495,aryl polyenes,Other,16,BGC0002008
MAG13561_0004,4.1,"['thiopeptide', 'LAP']",1_22996,,,,
MAG13561_0045,45.1,['resorcinol'],1_6272,,,,
MAG13563_0004,4.1,['RiPP-like'],32134_46403,,,,
MAG13563_0005,5.1,['ranthipeptide'],81416_103071,,,,
MAG13565_0007,7.1,['RRE-containing'],14105_34371,,,,
MAG13566_0044,44.1,['ranthipeptide'],1_9916,,,,
MAG13567_0011,11.1,['T3PKS'],11516_38282,,,,
MAG13568_0006,6.1,['T3PKS'],17176_58303,,,,
MAG13568_0014,14.1,['NRPS-like'],6423_35784,,,,
MAG13569_0001,1.1,['RaS-RiPP'],88416_113642,,,,
MAG13569_0002,2.1,['ranthipeptide'],51779_71925,,,,
MAG13570_0003,3.1,['lanthipeptide-class-ii'],25272_47977,ruminococcin A,RiPP:Lanthipeptide,28,BGC0000545
MAG13570_0003,3.1,['lanthipeptide-class-ii'],25272_47977,variacin,RiPP:Lanthipeptide,100,BGC0000562
MAG13570_0025,25.1,['RiPP-like'],6906_18147,,,,
MAG13571_0009,9.1,['RiPP-like'],63818_74999,,,,
MAG13571_0015,15.1,['lanthipeptide-class-ii'],1_11230,mutacin II,RiPP:Lanthipeptide,100,BGC0000532
MAG13571_0015,15.1,['lanthipeptide-class-ii'],1_11230,ruminococcin A,RiPP:Lanthipeptide,28,BGC0000545
MAG13571_0015,15.1,['lanthipeptide-class-ii'],1_11230,lacticin 481,RiPP:Lanthipeptide,20,BGC0000521
MAG13571_0015,15.1,['lanthipeptide-class-ii'],1_11230,nukacin ISK-1,RiPP:Lanthipeptide,18,BGC0000539
MAG13571_0015,15.1,['lanthipeptide-class-ii'],1_11230,variacin,RiPP:Lanthipeptide,100,BGC0000562
MAG13571_0016,16.1,['lanthipeptide-class-iii'],1_10619,,,,
MAG13572_0013,13.1,['lanthipeptide-class-iii'],1_10544,,,,
MAG13573_0009,9.1,['NRPS'],1_42136,,,,
MAG13574_0001,1.1,['ranthipeptide'],77660_97806,,,,
MAG13574_0005,5.1,['RaS-RiPP'],84924_110167,,,,
MAG13575_0033,33.1,['RRE-containing'],1_16306,,,,
MAG13576_0002,2.1,['RiPP-like'],82701_94920,,,,
MAG13576_0005,5.1,['lanthipeptide-class-ii'],86639_100247,,,,
MAG13578_0017,17.1,['RRE-containing'],1_13324,,,,
MAG13578_0098,98.1,['arylpolyene'],1_8419,flexirubin,Other,8,BGC0000839
MAG13578_0098,98.1,['arylpolyene'],1_8419,flexirubin,Polyketide,5,BGC0000838
MAG13579_0017,17.1,['T3PKS'],1_18019,,,,
MAG13582_0005,5.1,['ranthipeptide'],12151_33795,,,,
MAG13583_0052,52.1,['ranthipeptide'],1_8815,,,,
MAG13583_0061,61.1,['LAP'],1_8052,,,,
MAG13584_0010,10.1,['ranthipeptide'],15922_31556,,,,
MAG13587_0008,8.1,['phosphonate'],17534_49188,polysaccharide B,Saccharide,6,BGC0001411
MAG13587_0016,16.1,['RRE-containing'],3737_25173,,,,
MAG13587_0034,34.1,['RRE-containing'],1_13299,,,,
MAG13587_0044,44.1,"['RRE-containing', 'cyclic-lactone-autoinducer']",1_10911,,,,
MAG13588_0057,57.1,['ranthipeptide'],1_9490,,,,
MAG13589_0014,14.1,['RiPP-like'],32249_41218,,,,
MAG13589_0024,24.1,"['thiopeptide', 'ranthipeptide', 'LAP']",1_26667,,,,
MAG13590_0037,37.1,['ranthipeptide'],1_11990,,,,
MAG13591_0012,12.1,['RRE-containing'],42668_57949,,,,
MAG13591_0028,28.1,['arylpolyene'],1_25886,flexirubin,Other,16,BGC0000839
MAG13591_0028,28.1,['arylpolyene'],1_25886,flexirubin,Polyketide,8,BGC0000838
MAG13592_0033,33.1,['RiPP-like'],5704_12234,,,,
MAG13592_0039,39.1,['lanthipeptide-class-iii'],1_10641,,,,
MAG13595_0033,33.1,['lanthipeptide-class-ii'],1_12989,ruminococcin A,RiPP:Lanthipeptide,28,BGC0000545
MAG13595_0033,33.1,['lanthipeptide-class-ii'],1_12989,variacin,RiPP:Lanthipeptide,100,BGC0000562
MAG13595_0044,44.1,['RiPP-like'],1_10649,,,,
MAG13596_0020,20.1,['T3PKS'],1_22281,,,,
MAG13597_0001,1.1,['lanthipeptide-class-iv'],157749_180316,anacyclamide A10,RiPP:Cyanobactin,14,BGC0000472
MAG13598_0004,4.1,['LAP'],34171_56207,,,,
MAG13598_0010,10.1,['lanthipeptide-class-ii'],1_13347,mutacin II,RiPP:Lanthipeptide,100,BGC0000532
MAG13598_0010,10.1,['lanthipeptide-class-ii'],1_13347,ruminococcin A,RiPP:Lanthipeptide,28,BGC0000545
MAG13598_0010,10.1,['lanthipeptide-class-ii'],1_13347,lacticin 481,RiPP:Lanthipeptide,20,BGC0000521
MAG13598_0010,10.1,['lanthipeptide-class-ii'],1_13347,nukacin ISK-1,RiPP:Lanthipeptide,18,BGC0000539
MAG13598_0010,10.1,['lanthipeptide-class-ii'],1_13347,variacin,RiPP:Lanthipeptide,100,BGC0000562
MAG13598_0019,19.1,['lanthipeptide-class-iii'],1_10546,,,,
MAG13601_0011,11.1,['ranthipeptide'],21285_34371,,,,
MAG13602_0001,1.1,['ranthipeptide'],77320_98975,,,,
MAG13602_0011,11.1,['RiPP-like'],1_10871,,,,
MAG13606_0022,22.1,['RaS-RiPP'],1_21583,,,,
MAG13606_0025,25.1,['ranthipeptide'],1_16297,,,,
MAG13607_0060,60.1,['RRE-containing'],1_12246,,,,
MAG13607_0066,66.1,['arylpolyene'],1_9724,flexirubin,Other,8,BGC0000839
MAG13607_0066,66.1,['arylpolyene'],1_9724,flexirubin,Polyketide,5,BGC0000838
MAG13608_0039,39.1,['ranthipeptide'],1_11901,,,,
MAG13609_0020,20.1,['T3PKS'],1_18803,,,,
MAG13614_0024,24.1,['lanthipeptide-class-ii'],1_4157,mutacin II,RiPP:Lanthipeptide,100,BGC0000532
MAG13614_0024,24.1,['lanthipeptide-class-ii'],1_4157,variacin,RiPP:Lanthipeptide,100,BGC0000562
MAG13615_0007,7.1,['LAP'],49648_70095,,,,
MAG13615_0013,13.1,['T3PKS'],1_37915,,,,
MAG13616_0002,2.1,['lanthipeptide-class-ii'],100285_122993,mutacin II,RiPP:Lanthipeptide,100,BGC0000532
MAG13616_0002,2.1,['lanthipeptide-class-ii'],100285_122993,ruminococcin A,RiPP:Lanthipeptide,28,BGC0000545
MAG13616_0002,2.1,['lanthipeptide-class-ii'],100285_122993,lacticin 481,RiPP:Lanthipeptide,20,BGC0000521
MAG13616_0002,2.1,['lanthipeptide-class-ii'],100285_122993,nukacin ISK-1,RiPP:Lanthipeptide,18,BGC0000539
MAG13616_0002,2.1,['lanthipeptide-class-ii'],100285_122993,variacin,RiPP:Lanthipeptide,100,BGC0000562
MAG13616_0011,11.1,['lanthipeptide-class-iii'],1_10568,,,,
MAG13617_0002,2.1,['lanthipeptide-class-ii'],117277_139982,ruminococcin A,RiPP:Lanthipeptide,28,BGC0000545
MAG13617_0002,2.1,['lanthipeptide-class-ii'],117277_139982,variacin,RiPP:Lanthipeptide,100,BGC0000562
MAG13617_0012,12.1,['RiPP-like'],18661_29902,,,,
MAG13618_0036,36.1,['RRE-containing'],4206_20318,,,,
MAG13619_0008,8.1,['lanthipeptide-class-iii'],37701_55760,,,,
MAG13619_0025,25.1,['lanthipeptide-class-ii'],1_11349,mutacin II,RiPP:Lanthipeptide,100,BGC0000532
MAG13619_0025,25.1,['lanthipeptide-class-ii'],1_11349,ruminococcin A,RiPP:Lanthipeptide,28,BGC0000545
MAG13619_0025,25.1,['lanthipeptide-class-ii'],1_11349,lacticin 481,RiPP:Lanthipeptide,20,BGC0000521
MAG13619_0025,25.1,['lanthipeptide-class-ii'],1_11349,nukacin ISK-1,RiPP:Lanthipeptide,18,BGC0000539
MAG13619_0025,25.1,['lanthipeptide-class-ii'],1_11349,variacin,RiPP:Lanthipeptide,100,BGC0000562
MAG13621_0016,16.1,['ranthipeptide'],7899_28006,,,,
MAG13622_0001,1.1,['ranthipeptide'],4724_24870,,,,
MAG13623_0006,6.1,['NRPS-like'],1_21347,,,,
MAG13623_0021,21.1,['T3PKS'],1_15646,,,,
MAG13624_0030,30.1,['T3PKS'],1_17699,,,,
MAG13624_0036,36.1,['lanthipeptide-class-ii'],1_12197,ruminococcin A,RiPP:Lanthipeptide,28,BGC0000545
MAG13624_0036,36.1,['lanthipeptide-class-ii'],1_12197,variacin,RiPP:Lanthipeptide,100,BGC0000562
MAG13625_0006,6.1,['RiPP-like'],82733_94928,,,,
MAG13625_0008,8.1,['ranthipeptide'],40290_61696,,,,
MAG13626_0018,18.1,['arylpolyene'],1_16520,flexirubin,Polyketide,8,BGC0000838
MAG13626_0018,18.1,['arylpolyene'],1_16520,flexirubin,Other,12,BGC0000839
MAG13626_0023,23.1,['RRE-containing'],1_14594,,,,
MAG13626_0059,59.1,['LAP'],1_9336,,,,
MAG13627_0010,10.1,['RRE-containing'],30412_50678,,,,
MAG13627_0030,30.1,['arylpolyene'],1_26091,flexirubin,Other,12,BGC0000839
MAG13627_0030,30.1,['arylpolyene'],1_26091,flexirubin,Polyketide,5,BGC0000838
MAG13627_0065,65.1,['arylpolyene'],1_13503,flexirubin,Other,12,BGC0000839
MAG13627_0065,65.1,['arylpolyene'],1_13503,flexirubin,Polyketide,5,BGC0000838
MAG13629_0024,24.1,['lanthipeptide-class-ii'],1_11230,mutacin II,RiPP:Lanthipeptide,100,BGC0000532
MAG13629_0024,24.1,['lanthipeptide-class-ii'],1_11230,ruminococcin A,RiPP:Lanthipeptide,28,BGC0000545
MAG13629_0024,24.1,['lanthipeptide-class-ii'],1_11230,lacticin 481,RiPP:Lanthipeptide,20,BGC0000521
MAG13629_0024,24.1,['lanthipeptide-class-ii'],1_11230,nukacin ISK-1,RiPP:Lanthipeptide,18,BGC0000539
MAG13629_0024,24.1,['lanthipeptide-class-ii'],1_11230,variacin,RiPP:Lanthipeptide,100,BGC0000562
MAG13629_0025,25.1,['lanthipeptide-class-iii'],1_10568,,,,
MAG13631_0002,2.1,['T3PKS'],13239_54621,,,,
MAG13633_0098,98.1,['ranthipeptide'],1_5462,,,,
MAG13634_0018,18.1,['lanthipeptide-class-ii'],1_12038,mutacin II,RiPP:Lanthipeptide,100,BGC0000532
MAG13634_0018,18.1,['lanthipeptide-class-ii'],1_12038,ruminococcin A,RiPP:Lanthipeptide,28,BGC0000545
MAG13634_0018,18.1,['lanthipeptide-class-ii'],1_12038,lacticin 481,RiPP:Lanthipeptide,20,BGC0000521
MAG13634_0018,18.1,['lanthipeptide-class-ii'],1_12038,nukacin ISK-1,RiPP:Lanthipeptide,18,BGC0000539
MAG13634_0018,18.1,['lanthipeptide-class-ii'],1_12038,variacin,RiPP:Lanthipeptide,100,BGC0000562
MAG13634_0019,19.1,['lanthipeptide-class-iii'],1_10568,,,,
MAG13637_0004,4.1,['T3PKS'],20872_62179,,,,
MAG13638_0045,45.1,['resorcinol'],1_16459,,,,
MAG13639_0022,22.1,"['LAP', 'thiopeptide']",1_17125,,,,
MAG13641_0043,43.1,['RRE-containing'],2684_15159,,,,
MAG13642_0004,4.1,['ranthipeptide'],43066_64721,,,,
MAG13642_0012,12.1,['RiPP-like'],32182_40763,,,,
MAG13643_0012,12.1,['ranthipeptide'],1_16347,,,,
MAG13648_0010,10.1,['ranthipeptide'],13285_25274,,,,
MAG13649_0008,8.1,['ranthipeptide'],13547_35191,,,,
MAG13650_0006,6.1,['T3PKS'],4577_45221,,,,
MAG13651_0002,2.1,['NRPS-like'],1_25068,,,,
MAG13651_0003,3.1,['lanthipeptide-class-iii'],26812_41918,anacyclamide A10,RiPP:Cyanobactin,14,BGC0000472
MAG13651_0017,17.1,['T3PKS'],1_19355,,,,
MAG13652_0006,6.1,['RRE-containing'],31298_51564,,,,
MAG13652_0084,84.1,['arylpolyene'],1_8663,flexirubin,Other,8,BGC0000839
MAG13652_0084,84.1,['arylpolyene'],1_8663,flexirubin,Polyketide,5,BGC0000838
MAG13653_0031,31.1,['ranthipeptide'],1_10024,,,,
MAG13654_0083,83.1,['ranthipeptide'],1_4137,,,,
MAG13655_0024,24.1,['ranthipeptide'],6409_18911,,,,
MAG13655_0070,70.1,['ranthipeptide'],1_8452,,,,
MAG13655_0087,87.1,['NRPS'],1_6201,,,,
MAG13656_0116,116.1,['ranthipeptide'],1_4059,,,,
MAG13658_0010,10.1,['resorcinol'],65167_86407,,,,
MAG13659_0027,27.1,['RRE-containing'],1_19795,,,,
MAG13660_0004,4.1,['NRPS'],1_10819,,,,
MAG13660_0022,22.1,['T1PKS'],1_7451,,,,
MAG13660_0108,108.1,['NRPS-like'],1_4083,,,,
MAG13660_0256,256.1,['NRPS'],1_2348,,,,
MAG13661_0002,2.1,['ranthipeptide'],34755_54901,,,,
MAG13662_0032,32.1,['RRE-containing'],1362_21751,,,,
MAG13662_0035,35.1,['arylpolyene'],1_18360,flexirubin,Other,16,BGC0000839
MAG13662_0035,35.1,['arylpolyene'],1_18360,flexirubin,Polyketide,8,BGC0000838
MAG13662_0035,35.1,['arylpolyene'],1_18360,APE Vf,Other,10,BGC0000837
MAG13662_0035,35.1,['arylpolyene'],1_18360,APE Ec,Other,10,BGC0000836
MAG13662_0035,35.1,['arylpolyene'],1_18360,aryl polyenes,Other,11,BGC0002008
MAG13663_0003,3.1,['ranthipeptide'],2943_24509,,,,
MAG13663_0017,17.1,['RRE-containing'],1_13262,,,,
MAG13663_0077,77.1,['RiPP-like'],1_6809,,,,
MAG13665_0003,3.1,['NRPS-like'],6345_38792,,,,
MAG13665_0004,4.1,['T3PKS'],4184_34186,,,,
MAG13668_0022,22.1,['lanthipeptide-class-ii'],1_11169,mutacin II,RiPP:Lanthipeptide,100,BGC0000532
MAG13668_0022,22.1,['lanthipeptide-class-ii'],1_11169,ruminococcin A,RiPP:Lanthipeptide,28,BGC0000545
MAG13668_0022,22.1,['lanthipeptide-class-ii'],1_11169,lacticin 481,RiPP:Lanthipeptide,20,BGC0000521
MAG13668_0022,22.1,['lanthipeptide-class-ii'],1_11169,nukacin ISK-1,RiPP:Lanthipeptide,18,BGC0000539
MAG13668_0022,22.1,['lanthipeptide-class-ii'],1_11169,variacin,RiPP:Lanthipeptide,100,BGC0000562
MAG13668_0023,23.1,['lanthipeptide-class-iii'],1_10548,,,,
MAG13671_0028,28.1,['ranthipeptide'],1_18377,,,,
MAG13672_0030,30.1,['RRE-containing'],1_15623,,,,
MAG13673_0035,35.1,['lanthipeptide-class-ii'],1_11672,mutacin II,RiPP:Lanthipeptide,100,BGC0000532
MAG13673_0035,35.1,['lanthipeptide-class-ii'],1_11672,ruminococcin A,RiPP:Lanthipeptide,28,BGC0000545
MAG13673_0035,35.1,['lanthipeptide-class-ii'],1_11672,lacticin 481,RiPP:Lanthipeptide,20,BGC0000521
MAG13673_0035,35.1,['lanthipeptide-class-ii'],1_11672,nukacin ISK-1,RiPP:Lanthipeptide,18,BGC0000539
MAG13673_0035,35.1,['lanthipeptide-class-ii'],1_11672,variacin,RiPP:Lanthipeptide,100,BGC0000562
MAG13673_0041,41.1,['lanthipeptide-class-iii'],1_10549,,,,
MAG13674_0006,6.1,['arylpolyene'],1_25885,flexirubin,Other,16,BGC0000839
MAG13674_0006,6.1,['arylpolyene'],1_25885,flexirubin,Polyketide,8,BGC0000838
MAG13674_0046,46.1,['RRE-containing'],3733_14241,,,,
MAG13675_0014,14.1,['RiPP-like'],32045_41901,,,,
MAG13675_0019,19.1,['ranthipeptide'],9044_24005,,,,
MAG13675_0023,23.1,['RiPP-like'],1_5685,,,,
MAG13676_0169,169.1,['T3PKS'],1_2387,,,,
MAG13677_0066,66.1,['arylpolyene'],1_14561,flexirubin,Other,12,BGC0000839
MAG13677_0066,66.1,['arylpolyene'],1_14561,flexirubin,Polyketide,5,BGC0000838
MAG13677_0086,86.1,['arylpolyene'],1_9828,flexirubin,Other,8,BGC0000839
MAG13677_0086,86.1,['arylpolyene'],1_9828,flexirubin,Polyketide,5,BGC0000838
MAG13679_0112,112.1,['T3PKS'],1_3906,,,,
MAG13684_0106,106.1,['ranthipeptide'],1_4768,,,,
MAG13685_0021,21.1,['ranthipeptide'],1_18470,,,,
MAG13686_0017,17.1,['lanthipeptide-class-ii'],1_11722,mutacin II,RiPP:Lanthipeptide,100,BGC0000532
