MAG,contig_id,region,GBK,From_To,Length,type,most_similar_known_cluster,most_similar_known_cluster_type,similarity,classification,FinalTaxonomy,Genus
MAG14541,MAG14541_0471,471.1,MAG14541_0471.region001,1_1716,1715,lassopeptide,,,,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Porphyromonadaceae;g__Porphyromonas;s__Porphyromonas uenonis_A,Porphyromonas_uenonis,Porphyromonas
MAG14545,MAG14545_0051,51.1,MAG14545_0051.region001,1_10876,10875,RRE-containing,,,,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Prevotella;s__Prevotella timonensis_A,Prevotella_timonensis,Prevotella
MAG14546,MAG14546_0006,6.1,MAG14546_0006.region001,1_46119,46118,arylpolyene,flexirubin,Other,28.0,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Prevotella;s__Prevotella amnii,Prevotella_amnii,Prevotella
MAG14546,MAG14546_0013,13.1,MAG14546_0013.region001,2117_22506,20389,RRE-containing,,,,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Prevotella;s__Prevotella amnii,Prevotella_amnii,Prevotella
MAG14547,MAG14547_0011,11.1,MAG14547_0011.region001,1_15381,15380,RRE-containing,,,,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Prevotella;s__Prevotella sp000479005,Prevotella_sp000479005,Prevotella
MAG14547,MAG14547_0094,94.1,MAG14547_0094.region001,1_7015,7014,resorcinol,,,,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Prevotella;s__Prevotella sp000479005,Prevotella_sp000479005,Prevotella
MAG14547,MAG14547_0134,134.1,MAG14547_0134.region001,1_5982,5981,RiPP-like,,,,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Prevotella;s__Prevotella sp000479005,Prevotella_sp000479005,Prevotella
MAG14548,MAG14548_0041,41.1,MAG14548_0041.region001,1_10435,10434,ranthipeptide,,,,d__Bacteria;p__Firmicutes_C;c__Negativicutes;o__Veillonellales;f__Megasphaeraceae;g__Megasphaera;s__Megasphaera lornae,Megasphaera_lornae,Megasphaera
MAG14549,MAG14549_0132,132.1,MAG14549_0132.region001,1_3200,3199,T3PKS,,,,d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Actinomycetales;f__Bifidobacteriaceae;g__Bifidobacterium;s__Bifidobacterium piotii,Gardnerella_piotii,Bifidobacterium
MAG14551,MAG14551_0029,29.1,MAG14551_0029.region001,1_10688,10687,lanthipeptide-class-iii,,,,d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Lactobacillus;s__Lactobacillus iners,Lactobacillus_iners,Lactobacillus
MAG14553,MAG14553_0007,7.1,MAG14553_0007.region001,943_21221,20278,RRE-containing,,,,d__Bacteria;p__Actinobacteriota;c__Coriobacteriia;o__Coriobacteriales;f__Eggerthellaceae;g__Berryella;s__Berryella sp001552935,Berryella_sp001552935,Berryella
MAG14554,MAG14554_0008,8.1,MAG14554_0008.region001,18822_25390,6568,RiPP-like,gassericin T,RiPP,33.0,d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Lactobacillus;s__Lactobacillus crispatus,Lactobacillus_crispatus,Lactobacillus
MAG14554,MAG14554_0017,17.1,MAG14554_0017.region001,1_8569,8568,RiPP-like,,,,d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Lactobacillus;s__Lactobacillus crispatus,Lactobacillus_crispatus,Lactobacillus
MAG14554,MAG14554_0131,131.1,MAG14554_0131.region001,1_5723,5722,RiPP-like,,,,d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Lactobacillus;s__Lactobacillus crispatus,Lactobacillus_crispatus,Lactobacillus
MAG14555,MAG14555_0031,31.1,MAG14555_0031.region001,1_6705,6704,T3PKS,,,,d__Bacteria;p__Fusobacteriota;c__Fusobacteriia;o__Fusobacteriales;f__Leptotrichiaceae;g__Sneathia;s__Sneathia vaginalis,Sneathia_vaginalis,Sneathia
MAG14556,MAG14556_0001,1.1,MAG14556_0001.region001,123037_164422,41385,T3PKS,,,,d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Actinomycetales;f__Bifidobacteriaceae;g__Bifidobacterium;s__Bifidobacterium vaginale_A,Gardnerella_vaginalis_A,Bifidobacterium
MAG14558,MAG14558_0006,6.1,MAG14558_0006.region001,1_46119,46118,arylpolyene,flexirubin,Other,28.0,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Prevotella;s__Prevotella amnii,Prevotella_amnii,Prevotella
MAG14558,MAG14558_0017,17.1,MAG14558_0017.region001,2117_22506,20389,RRE-containing,,,,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Prevotella;s__Prevotella amnii,Prevotella_amnii,Prevotella
MAG14561,MAG14561_0005,5.1,MAG14561_0005.region001,20991_35676,14685,ranthipeptide,,,,d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Tissierellales;f__Peptoniphilaceae;g__Parvimonas;s__Parvimonas sp001552895,Parvimonas_sp001552895,Parvimonas
MAG14563,MAG14563_0008,8.1,MAG14563_0008.region001,27061_47327,20266,RRE-containing,,,,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Prevotella;s__Prevotella sp000479005,Prevotella_sp000479005,Prevotella
MAG14564,MAG14564_0032,32.1,MAG14564_0032.region001,1_10688,10687,lanthipeptide-class-iii,,,,d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Lactobacillus;s__Lactobacillus iners,Lactobacillus_iners,Lactobacillus
MAG14565,MAG14565_0097,97.1,MAG14565_0097.region001,1_5032,5031,RRE-containing,,,,d__Bacteria;p__Firmicutes_C;c__Negativicutes;o__Veillonellales;f__Megasphaeraceae;g__Megasphaera;s__Megasphaera lornae,Megasphaera_lornae,Megasphaera
MAG14566,MAG14566_0005,5.1,MAG14566_0005.region001,28699_74861,46162,arylpolyene,flexirubin,Other,28.0,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Prevotella;s__Prevotella amnii,Prevotella_amnii,Prevotella
MAG14566,MAG14566_0012,12.1,MAG14566_0012.region001,2117_22506,20389,RRE-containing,,,,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Prevotella;s__Prevotella amnii,Prevotella_amnii,Prevotella
MAG14567,MAG14567_0105,105.1,MAG14567_0105.region001,1_3461,3460,ranthipeptide,,,,d__Bacteria;p__Firmicutes_C;c__Negativicutes;o__Veillonellales;f__Megasphaeraceae;g__Megasphaera;s__Megasphaera lornae,Megasphaera_lornae,Megasphaera
MAG14568,MAG14568_0025,25.1,MAG14568_0025.region001,1_12355,12354,ranthipeptide,,,,d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Tissierellales;f__Peptoniphilaceae;g__Peptoniphilus_A;s__Peptoniphilus_A vaginalis,Peptoniphilus_vaginalis,Peptoniphilus_A
MAG14570,MAG14570_0033,33.1,MAG14570_0033.region001,1_10688,10687,lanthipeptide-class-iii,,,,d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Lactobacillus;s__Lactobacillus iners,Lactobacillus_iners,Lactobacillus
MAG14571,MAG14571_0007,7.1,MAG14571_0007.region001,5855_26133,20278,RRE-containing,,,,d__Bacteria;p__Actinobacteriota;c__Coriobacteriia;o__Coriobacteriales;f__Eggerthellaceae;g__Berryella;s__Berryella sp001552935,Berryella_sp001552935,Berryella
MAG14572,MAG14572_0001,1.1,MAG14572_0001.region001,112351_153736,41385,T3PKS,,,,d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Actinomycetales;f__Bifidobacteriaceae;g__Bifidobacterium;s__Bifidobacterium vaginale_A,Gardnerella_vaginalis_A,Bifidobacterium
MAG14573,MAG14573_0029,29.1,MAG14573_0029.region001,1_13024,13023,ranthipeptide,,,,d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Tissierellales;f__Peptoniphilaceae;g__Parvimonas;s__Parvimonas sp001552895,Parvimonas_sp001552895,Parvimonas
MAG14575,MAG14575_0051,51.1,MAG14575_0051.region001,598_12090,11492,RiPP-like,,,,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Prevotella;s__Prevotella timonensis_A,Prevotella_timonensis,Prevotella
MAG14575,MAG14575_0055,55.1,MAG14575_0055.region001,1_10872,10871,RRE-containing,,,,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Prevotella;s__Prevotella timonensis_A,Prevotella_timonensis,Prevotella
MAG14575,MAG14575_0061,61.1,MAG14575_0061.region001,1_9159,9158,resorcinol,,,,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Prevotella;s__Prevotella timonensis_A,Prevotella_timonensis,Prevotella
MAG14578,MAG14578_0024,24.1,MAG14578_0024.region001,1_6569,6568,RiPP-like,gassericin T,RiPP,33.0,d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Lactobacillus;s__Lactobacillus crispatus,Lactobacillus_crispatus,Lactobacillus
MAG14578,MAG14578_0027,27.1,MAG14578_0027.region001,11993_20587,8594,RiPP-like,,,,d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Lactobacillus;s__Lactobacillus crispatus,Lactobacillus_crispatus,Lactobacillus
MAG14578,MAG14578_0105,105.1,MAG14578_0105.region001,1_5723,5722,RiPP-like,,,,d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Lactobacillus;s__Lactobacillus crispatus,Lactobacillus_crispatus,Lactobacillus
MAG14579,MAG14579_0001,1.1,MAG14579_0001.region001,71468_112853,41385,T3PKS,,,,d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Actinomycetales;f__Bifidobacteriaceae;g__Bifidobacterium;s__Bifidobacterium vaginale_A,Gardnerella_vaginalis_A,Bifidobacterium
MAG14581,MAG14581_0028,28.1,MAG14581_0028.region001,1_10688,10687,lanthipeptide-class-iii,,,,d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Lactobacillus;s__Lactobacillus iners,Lactobacillus_iners,Lactobacillus
MAG14582,MAG14582_0002,2.1,MAG14582_0002.region001,13005_34649,21644,ranthipeptide,,,,d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Tissierellales;f__Peptoniphilaceae;g__Parvimonas;s__Parvimonas sp001552895,Parvimonas_sp001552895,Parvimonas
MAG14583,MAG14583_0002,2.1,MAG14583_0002.region001,7387_27665,20278,RRE-containing,,,,d__Bacteria;p__Actinobacteriota;c__Coriobacteriia;o__Coriobacteriales;f__Eggerthellaceae;g__Berryella;s__Berryella sp001552935,Berryella_sp001552935,Berryella
MAG14584,MAG14584_0010,10.1,MAG14584_0010.region001,26977_47243,20266,RRE-containing,,,,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Prevotella;s__Prevotella sp000479005,Prevotella_sp000479005,Prevotella
MAG14584,MAG14584_0072,72.1,MAG14584_0072.region001,1_11493,11492,RiPP-like,,,,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Prevotella;s__Prevotella sp000479005,Prevotella_sp000479005,Prevotella
MAG14586,MAG14586_0004,4.1,MAG14586_0004.region001,1_21477,21476,T3PKS,,,,d__Bacteria;p__Fusobacteriota;c__Fusobacteriia;o__Fusobacteriales;f__Leptotrichiaceae;g__Sneathia;s__Sneathia vaginalis,Sneathia_vaginalis,Sneathia
MAG14586,MAG14586_0006,6.1,MAG14586_0006.region001,1_19915,19914,NRPS-like,,,,d__Bacteria;p__Fusobacteriota;c__Fusobacteriia;o__Fusobacteriales;f__Leptotrichiaceae;g__Sneathia;s__Sneathia vaginalis,Sneathia_vaginalis,Sneathia
MAG14588,MAG14588_0007,7.1,MAG14588_0007.region001,28511_74629,46118,arylpolyene,flexirubin,Other,28.0,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Prevotella;s__Prevotella amnii,Prevotella_amnii,Prevotella
MAG14588,MAG14588_0015,15.1,MAG14588_0015.region001,2117_22506,20389,RRE-containing,,,,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Prevotella;s__Prevotella amnii,Prevotella_amnii,Prevotella
MAG14589,MAG14589_0072,72.1,MAG14589_0072.region001,1_10872,10871,RRE-containing,,,,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Prevotella;s__Prevotella timonensis_A,Prevotella_timonensis,Prevotella
MAG14590,MAG14590_0023,23.1,MAG14590_0023.region001,1_16788,16787,ranthipeptide,,,,d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Tissierellales;f__Peptoniphilaceae;g__Peptoniphilus_A;s__Peptoniphilus_A vaginalis,Peptoniphilus_vaginalis,Peptoniphilus_A
MAG14594,MAG14594_0015,15.1,MAG14594_0015.region001,5980_25611,19631,ranthipeptide,,,,d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__UBA629;s__UBA629 sp005465875,UBA629_sp005465875,UBA629
MAG14594,MAG14594_0071,71.1,MAG14594_0071.region001,9_7401,7392,RiPP-like,,,,d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__UBA629;s__UBA629 sp005465875,UBA629_sp005465875,UBA629
MAG14595,MAG14595_0040,40.1,MAG14595_0040.region001,1_12521,12520,ranthipeptide,,,,d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Tissierellales;f__Peptoniphilaceae;g__Parvimonas;s__Parvimonas sp001552895,Parvimonas_sp001552895,Parvimonas
MAG14596,MAG14596_0002,2.1,MAG14596_0002.region001,85502_105648,20146,ranthipeptide,,,,d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Saccharofermentanales;f__Fastidiosipilaceae;g__KA00274;s__KA00274 sp902373515,KA00274_sp902373515,KA00274
MAG14596,MAG14596_0019,19.1,MAG14596_0019.region001,1_12596,12595,RaS-RiPP,,,,d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Saccharofermentanales;f__Fastidiosipilaceae;g__KA00274;s__KA00274 sp902373515,KA00274_sp902373515,KA00274
MAG14599,MAG14599_0004,4.1,MAG14599_0004.region001,14593_35116,20523,ranthipeptide,,,,d__Bacteria;p__Firmicutes_C;c__Negativicutes;o__Veillonellales;f__Megasphaeraceae;g__Megasphaera;s__Megasphaera lornae,Megasphaera_lornae,Megasphaera
MAG14601,MAG14601_0001,1.1,MAG14601_0001.region001,1_28277,28276,NRPS-like,,,,d__Bacteria;p__Fusobacteriota;c__Fusobacteriia;o__Fusobacteriales;f__Leptotrichiaceae;g__Sneathia;s__Sneathia vaginalis,Sneathia_vaginalis,Sneathia
MAG14601,MAG14601_0011,11.1,MAG14601_0011.region001,1_15165,15164,lanthipeptide-class-iii,anacyclamide A10,RiPP:Cyanobactin,14.0,d__Bacteria;p__Fusobacteriota;c__Fusobacteriia;o__Fusobacteriales;f__Leptotrichiaceae;g__Sneathia;s__Sneathia vaginalis,Sneathia_vaginalis,Sneathia
MAG14601,MAG14601_0013,13.1,MAG14601_0013.region001,3851_34763,30912,T3PKS,,,,d__Bacteria;p__Fusobacteriota;c__Fusobacteriia;o__Fusobacteriales;f__Leptotrichiaceae;g__Sneathia;s__Sneathia vaginalis,Sneathia_vaginalis,Sneathia
MAG14603,MAG14603_0030,30.1,MAG14603_0030.region001,1_25119,25118,arylpolyene,flexirubin,Other,20.0,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Prevotella;s__Prevotella amnii,Prevotella_amnii,Prevotella
MAG14606,MAG14606_0087,87.1,MAG14606_0087.region001,1_8865,8864,arylpolyene,flexirubin,Other,8.0,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Prevotella;s__,Prevotella_spNov3,Prevotella
MAG14606,MAG14606_0114,114.1,MAG14606_0114.region001,1_6491,6490,RRE-containing,,,,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Prevotella;s__,Prevotella_spNov3,Prevotella
MAG14608,MAG14608_0008,8.1,MAG14608_0008.region001,36896_54874,17978,RRE-containing,,,,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Prevotella;s__,Prevotella_spNov3,Prevotella
MAG14608,MAG14608_0066,66.1,MAG14608_0066.region001,1_12803,12802,arylpolyene,flexirubin,Other,8.0,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Prevotella;s__,Prevotella_spNov3,Prevotella
MAG14611,MAG14611_0028,28.1,MAG14611_0028.region001,1_12414,12413,T3PKS,,,,d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Actinomycetales;f__Bifidobacteriaceae;g__Bifidobacterium;s__Bifidobacterium vaginale_A,Gardnerella_vaginalis_A,Bifidobacterium
MAG14612,MAG14612_0014,14.1,MAG14612_0014.region001,3851_34763,30912,T3PKS,,,,d__Bacteria;p__Fusobacteriota;c__Fusobacteriia;o__Fusobacteriales;f__Leptotrichiaceae;g__Sneathia;s__Sneathia vaginalis,Sneathia_vaginalis,Sneathia
MAG14612,MAG14612_0024,24.1,MAG14612_0024.region001,1_15165,15164,lanthipeptide-class-iii,anacyclamide A10,RiPP:Cyanobactin,14.0,d__Bacteria;p__Fusobacteriota;c__Fusobacteriia;o__Fusobacteriales;f__Leptotrichiaceae;g__Sneathia;s__Sneathia vaginalis,Sneathia_vaginalis,Sneathia
MAG14613,MAG14613_0002,2.1,MAG14613_0002.region001,202853_222999,20146,ranthipeptide,,,,d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Saccharofermentanales;f__Fastidiosipilaceae;g__KA00274;s__KA00274 sp902373515,KA00274_sp902373515,KA00274
MAG14613,MAG14613_0014,14.1,MAG14613_0014.region001,6198_18772,12574,RaS-RiPP,,,,d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Saccharofermentanales;f__Fastidiosipilaceae;g__KA00274;s__KA00274 sp902373515,KA00274_sp902373515,KA00274
MAG14617,MAG14617_0130,130.1,MAG14617_0130.region001,1_2999,2998,NRPS,,,,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Escherichia;s__Escherichia coli,Escherichia_coli,Escherichia
MAG14617,MAG14617_0662,662.1,MAG14617_0662.region001,1_1618,1617,RiPP-like,,,,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Escherichia;s__Escherichia coli,Escherichia_coli,Escherichia
MAG14618,MAG14618_0028,28.1,MAG14618_0028.region001,1_8253,8252,lanthipeptide-class-iii,,,,d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Lactobacillus;s__Lactobacillus iners,Lactobacillus_iners,Lactobacillus
MAG14618,MAG14618_0090,90.1,MAG14618_0090.region001,1_4241,4240,lanthipeptide-class-ii,mutacin II,RiPP:Lanthipeptide,100.0,d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Lactobacillus;s__Lactobacillus iners,Lactobacillus_iners,Lactobacillus
MAG14619,MAG14619_0183,183.1,MAG14619_0183.region001,1_3154,3153,ranthipeptide,,,,d__Bacteria;p__Firmicutes_C;c__Negativicutes;o__Veillonellales;f__Megasphaeraceae;g__Megasphaera;s__Megasphaera lornae,Megasphaera_lornae,Megasphaera
MAG14620,MAG14620_0001,1.1,MAG14620_0001.region001,176426_187869,11443,ranthipeptide,,,,d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Saccharofermentanales;f__Fastidiosipilaceae;g__KA00274;s__KA00274 sp902373515,KA00274_sp902373515,KA00274
MAG14620,MAG14620_0021,21.1,MAG14620_0021.region001,1_13058,13057,RaS-RiPP,,,,d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Saccharofermentanales;f__Fastidiosipilaceae;g__KA00274;s__KA00274 sp902373515,KA00274_sp902373515,KA00274
MAG14621,MAG14621_0006,6.1,MAG14621_0006.region001,38603_60288,21685,arylpolyene,flexirubin,Other,8.0,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Prevotella;s__,Prevotella_spNov3,Prevotella
MAG14621,MAG14621_0045,45.1,MAG14621_0045.region001,6406_24359,17953,RRE-containing,,,,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Prevotella;s__,Prevotella_spNov3,Prevotella
MAG14621,MAG14621_0061,61.1,MAG14621_0061.region001,1_16941,16940,arylpolyene,flexirubin,Polyketide,8.0,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Prevotella;s__,Prevotella_spNov3,Prevotella
MAG14622,MAG14622_0015,15.1,MAG14622_0015.region001,1_19278,19277,T3PKS,,,,d__Bacteria;p__Fusobacteriota;c__Fusobacteriia;o__Fusobacteriales;f__Leptotrichiaceae;g__Sneathia;s__Sneathia vaginalis,Sneathia_vaginalis,Sneathia
MAG14622,MAG14622_0040,40.1,MAG14622_0040.region001,1_10367,10366,NRPS-like,,,,d__Bacteria;p__Fusobacteriota;c__Fusobacteriia;o__Fusobacteriales;f__Leptotrichiaceae;g__Sneathia;s__Sneathia vaginalis,Sneathia_vaginalis,Sneathia
MAG14622,MAG14622_0069,69.1,MAG14622_0069.region001,1_6507,6506,lanthipeptide-class-iii,,,,d__Bacteria;p__Fusobacteriota;c__Fusobacteriia;o__Fusobacteriales;f__Leptotrichiaceae;g__Sneathia;s__Sneathia vaginalis,Sneathia_vaginalis,Sneathia
MAG14626,MAG14626_0109,109.1,MAG14626_0109.region001,1_4787,4786,T3PKS,,,,d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Actinomycetales;f__Bifidobacteriaceae;g__Bifidobacterium;s__Bifidobacterium vaginale,Gardnerella_vaginalis,Bifidobacterium
MAG14628,MAG14628_0022,22.1,MAG14628_0022.region001,1_22721,22720,arylpolyene,flexirubin,Other,8.0,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Prevotella;s__,Prevotella_spNov3,Prevotella
MAG14628,MAG14628_0023,23.1,MAG14628_0023.region001,1_19593,19592,RRE-containing,,,,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Prevotella;s__,Prevotella_spNov3,Prevotella
MAG14629,MAG14629_0008,8.1,MAG14629_0008.region001,3975_26878,22903,T3PKS,,,,d__Bacteria;p__Fusobacteriota;c__Fusobacteriia;o__Fusobacteriales;f__Leptotrichiaceae;g__Sneathia;s__Sneathia vaginalis,Sneathia_vaginalis,Sneathia
MAG14629,MAG14629_0012,12.1,MAG14629_0012.region001,9881_25020,15139,lanthipeptide-class-iii,anacyclamide A10,RiPP:Cyanobactin,14.0,d__Bacteria;p__Fusobacteriota;c__Fusobacteriia;o__Fusobacteriales;f__Leptotrichiaceae;g__Sneathia;s__Sneathia vaginalis,Sneathia_vaginalis,Sneathia
MAG14629,MAG14629_0035,35.1,MAG14629_0035.region001,1_13271,13270,NRPS-like,,,,d__Bacteria;p__Fusobacteriota;c__Fusobacteriia;o__Fusobacteriales;f__Leptotrichiaceae;g__Sneathia;s__Sneathia vaginalis,Sneathia_vaginalis,Sneathia
MAG14630,MAG14630_0036,36.1,MAG14630_0036.region001,1_8982,8981,lanthipeptide-class-iii,,,,d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Lactobacillus;s__Lactobacillus iners,Lactobacillus_iners,Lactobacillus
MAG14631,MAG14631_0001,1.1,MAG14631_0001.region001,198360_218506,20146,ranthipeptide,,,,d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Saccharofermentanales;f__Fastidiosipilaceae;g__KA00274;s__KA00274 sp902373515,KA00274_sp902373515,KA00274
MAG14631,MAG14631_0018,18.1,MAG14631_0018.region001,7963_21496,13533,RaS-RiPP,,,,d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Saccharofermentanales;f__Fastidiosipilaceae;g__KA00274;s__KA00274 sp902373515,KA00274_sp902373515,KA00274
MAG14634,MAG14634_0066,66.1,MAG14634_0066.region001,1_6990,6989,RRE-containing,,,,d__Bacteria;p__Firmicutes_C;c__Negativicutes;o__Veillonellales;f__Megasphaeraceae;g__Megasphaera;s__Megasphaera lornae,Megasphaera_lornae,Megasphaera
MAG14636,MAG14636_0021,21.1,MAG14636_0021.region001,26131_40098,13967,RRE-containing,,,,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Prevotella;s__Prevotella timonensis_A,Prevotella_timonensis,Prevotella
MAG14636,MAG14636_0086,86.1,MAG14636_0086.region001,1_6196,6195,lanthipeptide-class-ii,,,,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Prevotella;s__Prevotella timonensis_A,Prevotella_timonensis,Prevotella
MAG14637,MAG14637_0231,231.1,MAG14637_0231.region001,1_2512,2511,RiPP-like,,,,d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Aerococcaceae;g__Aerococcus;s__Aerococcus christensenii,Aerococcus_christensenii,Aerococcus
MAG14639,MAG14639_0001,1.1,MAG14639_0001.region001,73504_115963,42459,NRPS-like,,,,d__Bacteria;p__Fusobacteriota;c__Fusobacteriia;o__Fusobacteriales;f__Leptotrichiaceae;g__Sneathia;s__Sneathia vaginalis,Sneathia_vaginalis,Sneathia
MAG14639,MAG14639_0011,11.1,MAG14639_0011.region001,1_34602,34601,T3PKS,,,,d__Bacteria;p__Fusobacteriota;c__Fusobacteriia;o__Fusobacteriales;f__Leptotrichiaceae;g__Sneathia;s__Sneathia vaginalis,Sneathia_vaginalis,Sneathia
MAG14639,MAG14639_0020,20.1,MAG14639_0020.region001,1_15283,15282,lanthipeptide-class-iii,,,,d__Bacteria;p__Fusobacteriota;c__Fusobacteriia;o__Fusobacteriales;f__Leptotrichiaceae;g__Sneathia;s__Sneathia vaginalis,Sneathia_vaginalis,Sneathia
MAG14644,MAG14644_0005,5.1,MAG14644_0005.region001,6020_16808,10788,RiPP-like,,,,d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Tissierellales;f__Peptoniphilaceae;g__Peptoniphilus_A;s__Peptoniphilus_A lacrimalis,Peptoniphilus_lacrimalis,Peptoniphilus_A
